storeId,storeName,district,address,phone,gmbStatus,gmbOrderingStatus,hasAnyOrderingSystem,hasGmbOrderingSystem,gmbPickupProviders,gmbDeliveryProviders,allSourceSystems,gmbSystems,gmbUrl,gmbOrderPanelUrl,manualReviewReason
nanchangli-011,鼎富發豬油拌飯,中西區,台南市中西區大德街38號,06-2222327,confirmed,no_gmb_order_button,True,False,,,,,"https://www.google.com/maps/place/%E9%BC%8E%E5%AF%8C%E7%99%BC%E8%B1%AC%E6%B2%B9%E6%8B%8C%E9%A3%AF/@22.9894934,120.1956969,17z/data=!3m1!4b1!4m6!3m5!1s0x346e767a5787e2eb:0xf1654c4cccd5968f!8m2!3d22.9894934!4d120.1956969!16s%2Fg%2F11hbt9bvhy?entry=ttu&g_ep=EgoyMDI2MDgxNi4wIKXMDSoASAFQAw%3D%3D",,
nanchangli-012,品佳菊花茶,中西區,台南市中西區大勇街12號,,confirmed,no_gmb_order_button,True,False,,,,,"https://www.google.com/maps/place/%E5%93%81%E4%BD%B3%E8%8F%8A%E8%8A%B1%E8%8C%B6/@22.989636,120.1949616,17z/data=!3m1!4b1!4m6!3m5!1s0x346e767a607fb6c7:0x1cf6bf653ae1754c!8m2!3d22.989636!4d120.1949616!16s%2Fg%2F11b_2x9x6j?entry=ttu&g_ep=EgoyMDI2MDgxNi4wIKXMDSoASAFQAw%3D%3D",,
nanchangli-013,冬瓜寶冬瓜茶,中西區,台南市中西區海安路一段41號,06-2221223,confirmed,confirmed,True,True,Uber Eats,Uber Eats,Uber Eats,Uber Eats,"https://www.google.com/maps/place/%E5%86%AC%E7%93%9C%E5%AF%B6%E5%86%AC%E7%93%9C%E8%8C%B6/@22.9887745,120.194726,17z/data=!3m1!4b1!4m6!3m5!1s0x346e767a6bd6af45:0x3e3e081ad47c2a3a!8m2!3d22.9887745!4d120.194726!16s%2Fg%2F1tkbvzq_?entry=ttu&g_ep=EgoyMDI2MDgxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXRrYnZ6cV8YADoDCPAN&g2lbs=AEzIGDuUtk4pEZBxTZS2PFmDpH9DTLRu0TzvJwYuyeh0luOtMaOq1Ln7EUsICbPqZMb59k69zLEs&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=GH6FavfICajZ1e8PuOGokQw&ei=GH6FavfICajZ1e8PuOGokQw&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
nanchangli-014,廣東沙茶爐,南區,台南市南區金華路二段391號,06-2646480,confirmed,no_gmb_order_button,True,False,,,Uber Eats,,https://www.google.com/maps/place/%E5%BB%A3%E6%9D%B1%E6%B2%99%E8%8C%B6%E7%88%90/data=!4m7!3m6!1s0x346e76773c1ab7d3:0x88374993d67da311!8m2!3d22.986704!4d120.191723!16s%2Fg%2F1td3p6_0!19sChIJ07caPHd2bjQREaN91pNJN4g?authuser=0&hl=zh-TW&rclk=1,,
nanchangli-015,鄉舟燒肉飯,中西區,台南市中西區海安路一段43號,,confirmed,no_gmb_order_button,True,False,,,,,"https://www.google.com/maps/place/%E9%84%89%E8%88%9F%E7%87%92%E8%82%89%E9%A3%AF/@22.9887579,120.1948369,17z/data=!3m1!4b1!4m6!3m5!1s0x346e767a69895fc9:0x76f4834652c3e176!8m2!3d22.9887579!4d120.1948369!16s%2Fg%2F11bzy_w5nf?entry=ttu&g_ep=EgoyMDI2MDgxNi4wIKXMDSoASAFQAw%3D%3D",,
nanchangli-016,老牌鹹酥雞,中西區,台南市中西區大智街80之4號,06-2219281,confirmed,no_gmb_order_button,True,False,,,,,https://www.google.com/maps/place/%E8%80%81%E7%89%8C%E9%B9%BD%E9%85%A5%E9%9B%9E/data=!4m7!3m6!1s0x346e76707a493529:0xaaff6073656e11ec!8m2!3d22.9906718!4d120.1931733!16s%2Fg%2F11xclpk6g!19sChIJKTVJenB2bjQR7BFuZXNg_6o?authuser=0&hl=zh-TW&rclk=1,,
nanchangli-017,順龍八寶冰,中西區,台南市中西區保安路25號,06-2113182,confirmed,no_gmb_order_button,True,False,,,,,"https://www.google.com/maps/place/%E9%A0%86%E9%BE%8D%E5%85%AB%E5%AF%B6%E5%86%B0/@22.9900937,120.1968302,17z/data=!3m1!4b1!4m6!3m5!1s0x346e767b1b59988d:0xea37824577900adb!8m2!3d22.9900937!4d120.1968302!16s%2Fg%2F11cn15_m39?entry=ttu&g_ep=EgoyMDI2MDgxNi4wIKXMDSoASAFQAw%3D%3D",,
nanchangli-018,錦城石頭火鍋,中西區,台南市中西區海安路一段22號,06-2209200,confirmed,no_gmb_order_button,True,False,,,,,"https://www.google.com/maps/place/%E9%8C%A6%E5%9F%8E%E7%9F%B3%E9%A0%AD%E7%81%AB%E9%8D%8B/@22.9880868,120.1950934,17z/data=!3m1!4b1!4m6!3m5!1s0x346e767a3d930a2d:0xcc4f35c6b0672e13!8m2!3d22.9880868!4d120.1950934!16s%2Fg%2F11b7xy3mq5?entry=ttu&g_ep=EgoyMDI2MDgxNi4wIKXMDSoASAFQAw%3D%3D",,
nanchangli-019,益田日本料理,中西區,台南市中西區海安路一段10號,06-2267711,confirmed,no_gmb_order_button,True,False,,,,,"https://www.google.com/maps/place/%E7%9B%8A%E7%94%B0%E5%B1%85%E9%85%92%E5%B1%8B/@22.9878127,120.195108,17z/data=!3m1!4b1!4m6!3m5!1s0x346e767a3d5de85b:0xe5b78616db256084!8m2!3d22.9878127!4d120.195108!16s%2Fg%2F11cmf086t9?entry=ttu&g_ep=EgoyMDI2MDgxNi4wIKXMDSoASAFQAw%3D%3D",,
nanchangli-020,阿文豬心,中西區,台南市中西區大智街92號,06-2220199,confirmed,no_gmb_order_button,True,False,,,,,"https://www.google.com/maps/place/%E9%98%BF%E6%96%87%E8%B1%AC%E5%BF%83%E5%86%AC%E7%B2%89/@22.9900604,120.1930643,17z/data=!3m1!4b1!4m6!3m5!1s0x346e7670864d3a51:0x72798eaaa01b6f3c!8m2!3d22.9900604!4d120.1930643!16s%2Fg%2F1v_w03kl?entry=ttu&g_ep=EgoyMDI2MDgxNi4wIKXMDSoASAFQAw%3D%3D",,
nanchangli-021,嘉義火雞肉飯（本土火雞）,中西區,台南市中西區保安路83號,06-2262659,confirmed,no_gmb_order_button,True,False,,,,,"https://www.google.com/maps/place/%E5%98%89%E7%BE%A9%E7%81%AB%E9%9B%9E%E8%82%89%E9%A3%AF%EF%BC%88%E6%9C%AC%E5%9C%9F%E7%81%AB%E9%9B%9E%EF%BC%89/@22.9903613,120.1957697,17z/data=!3m1!4b1!4m6!3m5!1s0x346e767aef9170a7:0x4be7288b82343afe!8m2!3d22.9903613!4d120.1957697!16s%2Fg%2F11b6hyf40w?entry=ttu&g_ep=EgoyMDI2MDgxNi4wIKXMDSoASAFQAw%3D%3D",,
nanchangli-022,阿川紅燒土魠魚焿,中西區,台南市中西區海安路一段111號,06-2274592,confirmed,no_gmb_order_button,True,False,,,,,"https://www.google.com/maps/place/%E9%98%BF%E5%B7%9D%E7%B4%85%E7%87%92%E5%9C%9F%E9%AD%A0%E9%AD%9A%E7%84%BF/@22.9902923,120.1950569,17z/data=!3m1!4b1!4m6!3m5!1s0x346e767af29b68ff:0x7a34879596ac0d48!8m2!3d22.9902923!4d120.1950569!16s%2Fg%2F1tlgvq5g?entry=ttu&g_ep=EgoyMDI2MDgxNi4wIKXMDSoASAFQAw%3D%3D",,
nanchangli-023,阿鳳浮水虱目魚羹,中西區,台南市中西區保安路59號,06-2256646,confirmed,confirmed,True,True,foodpanda；Uber Eats,foodpanda；Uber Eats,Uber Eats；foodpanda,Uber Eats；foodpanda,"https://www.google.com/maps/place/%E9%98%BF%E9%B3%B3%E6%B5%AE%E6%B0%B4%E8%99%B1%E7%9B%AE%E9%AD%9A%E7%BE%B9/@22.9902842,120.1962893,17z/data=!3m1!4b1!4m6!3m5!1s0x346e767ae3119a0f:0x731a7105dc82f2c9!8m2!3d22.9902842!4d120.1962893!16s%2Fg%2F1tfg9_02?entry=ttu&g_ep=EgoyMDI2MDgxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXRmZzlfMDIYADoDCPAN&g2lbs=AEzIGDvc_sML9Jj57YTTIYuKWVnDXX_RzxjF8YT0u8j-F6ofZViDcelZWJiKK96ejpegaZfoFy53&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=yX6FauzqI5mA1e8Pw8uAkQM&ei=yX6FauzqI5mA1e8Pw8uAkQM&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
nanchangli-024,千茶丘,中西區,台南市中西區西門路一段703巷17號,06-2236633,confirmed,confirmed,True,True,Uber Eats,Uber Eats,Uber Eats,Uber Eats,"https://www.google.com/maps/place/%E5%8D%83%E8%8C%B6%E4%B8%98/@22.9883975,120.1964831,17z/data=!3m1!4b1!4m6!3m5!1s0x346e7757acc42fb1:0x77137ea54fed5c7c!8m2!3d22.9883975!4d120.1964831!16s%2Fg%2F11vzd93_5y?entry=ttu&g_ep=EgoyMDI2MDgxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2emQ5M181eRgAOgMI8A0%3D&g2lbs=AEzIGDv88pV3ffjUz5p31GIHo2gZb6dogy2RQkj5bTRnfA_cGXAylkNd6XFoaa5JG9zkZzYXXRwR&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=2X6FapP_OO7M1e8PobveqAQ&ei=2X6FapP_OO7M1e8PobveqAQ&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
nanchangli-025,白寶奶奶港式菠蘿包,中西區,台南市中西區民族路二段112之1號,06-2210807,confirmed,confirmed,True,True,foodpanda；Uber Eats,foodpanda；Uber Eats,Uber Eats；foodpanda,Uber Eats；foodpanda,"https://www.google.com/maps/place/%E7%99%BD%E5%AF%B6%E5%A5%B6%E5%A5%B6%E6%B8%AF%E5%BC%8F%E8%8F%A0%E8%98%BF%E5%8C%85+%E6%B0%91%E6%97%8F%E7%B8%BD%E5%BA%97/@22.9958589,120.2056388,17z/data=!3m1!4b1!4m6!3m5!1s0x346e75c930c7265f:0xf4f79b93b14c59fe!8m2!3d22.9958589!4d120.2056388!16s%2Fg%2F11sj76tp8n?entry=ttu&g_ep=EgoyMDI2MDgxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzajc2dHA4bhgAOgMI8A0%3D&g2lbs=AEzIGDsJ7UxDP8vap6O9yxEP2rdi3eOxIsU-73gUCUbQO1HDB2pI-G9qrnCHwrO7b7dfU_LGHlT2&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=7H6Farb0Mb-g1e8P_NKdmAE&ei=7H6Farb0Mb-g1e8P_NKdmAE&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
nanchangli-026,許家堡杏仁凍,中西區,台南市中西區永華路一段256號,06-2265958,confirmed,confirmed,True,True,Uber Eats,Uber Eats,Uber Eats,Uber Eats,"https://www.google.com/maps/place/%E8%A8%B1%E5%AE%B6%E5%A0%A1%E6%9D%8F%E4%BB%81%E5%B0%88%E8%B3%A3%E5%BA%97/@22.9886787,120.1901775,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77aa1f64478f:0xcc2dcfa3738d448e!8m2!3d22.9886787!4d120.1901775!16s%2Fg%2F11sqh28jcr?entry=ttu&g_ep=EgoyMDI2MDgxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzcWgyOGpjchgAOgMI8A0%3D&g2lbs=AEzIGDtRKnyxAUU4tDFlf-Akkd_nTiuRA5RYa9Cn0JJirH68PXuKWheMNO3e4zQKXRWVcZk3nnv9&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=_n6FaoWOBKG7vr0P9Pyk4QU&ei=_n6FaoWOBKG7vr0P9Pyk4QU&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
nanchangli-027,卡佛列多義大利麵,中西區,台南市中西區國華街二段86號,,confirmed,confirmed,True,True,foodpanda,foodpanda,foodpanda,foodpanda,"https://www.google.com/maps/place/%E5%8D%A1%E4%BD%9B%E5%88%97%E5%A4%9A/@22.9895325,120.1966333,17z/data=!3m1!4b1!4m6!3m5!1s0x346e767b01affe7d:0x61f122fb3d8b9ecf!8m2!3d22.9895325!4d120.1966333!16s%2Fg%2F1tk4nxn4?entry=ttu&g_ep=EgoyMDI2MDgxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXRrNG54bjQYADoDCPAN&g2lbs=AEzIGDuSLKFnaAucaltpTixzR_ATuRJj1-ofFFnquRUVqh-82XLqxdgyVIGptHholaR5G4SGaLiV&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Dn-FasboMq-Uvr0P2cbgmQE&ei=Dn-FasboMq-Uvr0P2cbgmQE&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
nanchangli-028,cama café 台南西門店,中西區,台南市中西區西門路一段701號1樓,06-2201988,confirmed,no_gmb_order_button,True,False,,,,,"https://www.google.com/maps/place/CAMA+CAFE+%E5%8F%B0%E5%8D%97%E8%A5%BF%E9%96%80%E5%BA%97/@22.9874891,120.1973906,17z/data=!3m1!4b1!4m6!3m5!1s0x346e767bc78592d5:0xb564e2ad651aab65!8m2!3d22.9874891!4d120.1973906!16s%2Fg%2F11b7lc90tq?entry=ttu&g_ep=EgoyMDI2MDgxNi4wIKXMDSoASAFQAw%3D%3D",,
nanchangli-029,摩斯漢堡 台南西門店,中西區,台南市中西區西門路一段701號,06-2213009,confirmed,confirmed,True,True,foodpanda,foodpanda；Uber Eats,Uber Eats；foodpanda,Uber Eats；foodpanda,"https://www.google.com/maps/place/%E6%91%A9%E6%96%AF%E6%BC%A2%E5%A0%A1+%E5%8F%B0%E5%8D%97%E8%A5%BF%E9%96%80%E5%BA%97/@22.9877236,120.1973689,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77db734c9b45:0x3be4c68ccb406cb6!8m2!3d22.9877236!4d120.1973689!16s%2Fg%2F11m9s8j4fg?entry=ttu&g_ep=EgoyMDI2MDgxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFtOXM4ajRmZxgAOgMI8A0%3D&g2lbs=AEzIGDsCzv4B6wx1XValsZDb6YXGr5ypRX6DyeFDyZGw4bFyWlb3-freepqyZOrh6C3oyQND8f1a&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L3-FapC7JN22vr0P9I6EyAc&ei=L3-FapC7JN22vr0P9I6EyAc&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
nanchangli-030,樂雅樂 台南西門店,中西區,台南市中西區西門路一段701號1樓,,confirmed,confirmed,True,True,foodpanda,foodpanda；Uber Eats,Uber Eats；foodpanda,Uber Eats；foodpanda,"https://www.google.com/maps/place/%E6%A8%82%E9%9B%85%E6%A8%82%E9%A4%90%E5%BB%B3+%E5%8F%B0%E5%8D%97%E8%A5%BF%E9%96%80%E5%BA%97/@22.9876558,120.1973721,17z/data=!3m1!4b1!4m6!3m5!1s0x346e7756e62dfdc7:0x8f8cc11616df058b!8m2!3d22.9876558!4d120.1973721!16s%2Fg%2F11p3fx1y4g?entry=ttu&g_ep=EgoyMDI2MDgxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFwM2Z4MXk0ZxgAOgMI8A0%3D&g2lbs=AEzIGDsoM4PWmPqsSt0Bpk43KrBIr6I9VApNITa0edBp4QCiPWzzRbJIloMlVIWjd4Du5XwewMLs&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=QX-FaqPyApLi1e8Pr8ma0AQ&ei=QX-FaqPyApLi1e8Pr8ma0AQ&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
