storeId,storeName,regionGroup,city,district,address,phone,hours,officialSourceUrl,officialMapUrl,gmbStatus,gmbOrderingStatus,manualReviewReason
truedan-tw-16-03,信義市府店,北部,台北市,信義區,台北市信義區忠孝東路五段17號之1,02-2742-3896,10:00-21:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.google.com/maps?q=%E5%8F%B0%E5%8C%97%E5%B8%82%E4%BF%A1%E7%BE%A9%E5%8D%80%E5%BF%A0%E5%AD%9D%E6%9D%B1%E8%B7%AF%E4%BA%94%E6%AE%B517%E8%99%9F%E4%B9%8B1&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-16-05,內湖園區店,北部,台北市,內湖區,台北市內湖區內湖路一段411巷8號1樓,02-2658-0301,10:00-21:00 06/11-07/10 營業時間：11:00-20:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.google.com/maps?q=%E5%8F%B0%E5%8C%97%E5%B8%82%E5%85%A7%E6%B9%96%E5%8D%80%E5%85%A7%E6%B9%96%E8%B7%AF%E4%B8%80%E6%AE%B5411%E5%B7%B78%E8%99%9F1%E6%A8%93&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-16-04,內湖江南店,北部,台北市,內湖區,台北市內湖區江南街108號,02-2799-8296,10:00-21:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.google.com/maps?q=%E5%8F%B0%E5%8C%97%E5%B8%82%E5%85%A7%E6%B9%96%E5%8D%80%E6%B1%9F%E5%8D%97%E8%A1%97108%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-16-15,南港園區店,北部,台北市,南港區,台北市南港區新民街58號,02-2783-1617,一～五 10:30-19:30、 六、日 11:00-19:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.google.com/maps?q=%E5%8F%B0%E5%8C%97%E5%B8%82%E5%8D%97%E6%B8%AF%E5%8D%80%E6%96%B0%E6%B0%91%E8%A1%9758%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-16-07,台北北醫店,北部,台北市,信義區,台北市信義區莊敬路318號1樓,02-2720-5515,週一～週五10：00-21：00 週六～週日10：30-21：00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.google.com/maps?q=%E5%8F%B0%E5%8C%97%E5%B8%82%E4%BF%A1%E7%BE%A9%E5%8D%80%E8%8E%8A%E6%95%AC%E8%B7%AF318%E8%99%9F1%E6%A8%93&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-16-09,台北南京店,北部,台北市,松山區,台北市松山區南京東路四段108號,02-2747-5917,一～五 10:30-21:00 六、日 11:00-20:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.google.com/maps?q=%E5%8F%B0%E5%8C%97%E5%B8%82%E6%9D%BE%E5%B1%B1%E5%8D%80%E5%8D%97%E4%BA%AC%E6%9D%B1%E8%B7%AF%E5%9B%9B%E6%AE%B5108%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-16-06,台北合江店,北部,台北市,,台北市合江街152號一樓,02-2515-5583,10:00-21:00 06/11-07/10 營業時間：10:00-20:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.google.com/maps?q=%E5%8F%B0%E5%8C%97%E5%B8%82%E5%90%88%E6%B1%9F%E8%A1%97152%E8%99%9F%E4%B8%80%E6%A8%93&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-16-11,台北延平南店,北部,台北市,中正區,台北市中正區延平南路238號,02-23880092,10：00－21：00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.google.com/maps?q=%E5%8F%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E6%AD%A3%E5%8D%80%E5%BB%B6%E5%B9%B3%E5%8D%97%E8%B7%AF238%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-16-12,台北濟南店,北部,台北市,中正區,台北市中正區濟南路二段60之1號,02-23581520,一～五 10:30-20:00 六、日 11:00-20:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.google.com/maps?q=%E5%8F%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E6%AD%A3%E5%8D%80%E6%BF%9F%E5%8D%97%E8%B7%AF%E4%BA%8C%E6%AE%B560%E4%B9%8B1%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-16-14,台北石牌店,北部,台北市,北投區,台北市北投區石牌路一段164之1號,02-2821-6911,10:00-21:30,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.google.com/maps?q=%E5%8F%B0%E5%8C%97%E5%B8%82%E5%8C%97%E6%8A%95%E5%8D%80%E7%9F%B3%E7%89%8C%E8%B7%AF%E4%B8%80%E6%AE%B5164%E4%B9%8B1%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-16-10,台北遼寧店,北部,台北市,中山區,台北市中山區遼寧街27號1樓,02-2776-0727,10:30-21:30,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.google.com/maps?q=%E5%8F%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E5%B1%B1%E5%8D%80%E9%81%BC%E5%AF%A7%E8%A1%9727%E8%99%9F1%E6%A8%93&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-16-02,士林大北店,北部,台北市,士林區,台北市士林區大北路54號,02-2881-5238,一到四 11:00-20:00 五到日 11:00-21:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.google.com/maps?q=%E5%8F%B0%E5%8C%97%E5%B8%82%E5%A3%AB%E6%9E%97%E5%8D%80%E5%A4%A7%E5%8C%97%E8%B7%AF54%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-16-08,大安復興店,北部,台北市,大安區,台北市大安區信義路三段200號,02-2700-0558,一～六 10:00-22:00 日 10:00-21:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.google.com/maps?q=%E5%8F%B0%E5%8C%97%E5%B8%82%E5%A4%A7%E5%AE%89%E5%8D%80%E4%BF%A1%E7%BE%A9%E8%B7%AF%E4%B8%89%E6%AE%B5200%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-16-16,文山木新店,北部,台北市,文山區,台北市文山區木新路三段160號,02-2933-3011,10:00-22:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.google.com/maps?q=%E5%8F%B0%E5%8C%97%E5%B8%82%E6%96%87%E5%B1%B1%E5%8D%80%E6%9C%A8%E6%96%B0%E8%B7%AF%E4%B8%89%E6%AE%B5160%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-58-01,基隆新豐店,北部,基隆市,中正區,基隆市中正區新豐街351號,02-24698969,10:00~22:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=58,https://www.google.com/maps?q=%E5%9F%BA%E9%9A%86%E5%B8%82%E4%B8%AD%E6%AD%A3%E5%8D%80%E6%96%B0%E8%B1%90%E8%A1%97351%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-58-02,基隆義二店,北部,基隆市,中正區,基隆市中正區義二路16號,02-24257030,10:00~22:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=58,https://www.google.com/maps?q=%E5%9F%BA%E9%9A%86%E5%B8%82%E4%B8%AD%E6%AD%A3%E5%8D%80%E7%BE%A9%E4%BA%8C%E8%B7%AF16%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-15-08,三峽北大店,北部,新北市,三峽區,新北市三峽區大學路145號,02-8672-1007,10:30-21:30,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=15,https://www.google.com/maps?q=%E6%96%B0%E5%8C%97%E5%B8%82%E4%B8%89%E5%B3%BD%E5%8D%80%E5%A4%A7%E5%AD%B8%E8%B7%AF145%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-15-01,三重中正北店,北部,新北市,三重區,新北市三重區中正北路53號1樓,,10:00-21:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=15,https://www.google.com/maps?q=%E6%96%B0%E5%8C%97%E5%B8%82%E4%B8%89%E9%87%8D%E5%8D%80%E4%B8%AD%E6%AD%A3%E5%8C%97%E8%B7%AF53%E8%99%9F1%E6%A8%93&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-15-02,中和南勢角店,北部,新北市,中和區,新北市中和區興南路一段94號,02-8668-8813,10:00-22:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=15,https://www.google.com/maps?q=%E6%96%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E5%92%8C%E5%8D%80%E8%88%88%E5%8D%97%E8%B7%AF%E4%B8%80%E6%AE%B594%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-15-07,中和連城店,北部,新北市,中和區,新北市中和區連城路17號,02-2243-8876,10:00-21:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=15,https://www.google.com/maps?q=%E6%96%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E5%92%8C%E5%8D%80%E9%80%A3%E5%9F%8E%E8%B7%AF17%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-15-04,土城海山店,北部,新北市,,土城區裕民路85號1F,02-8262-9979,一~四10:00~21:00 五10:00~22:00 六11:00~22:00 日11:00~21:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=15,https://www.google.com/maps?q=%E5%9C%9F%E5%9F%8E%E5%8D%80%E8%A3%95%E6%B0%91%E8%B7%AF85%E8%99%9F1F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-15-05,新店大坪林店,北部,新北市,新店區,新北市新店區北新路三段85號,02-8911-5098,10:00-21:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=15,https://www.google.com/maps?q=%E6%96%B0%E5%8C%97%E5%B8%82%E6%96%B0%E5%BA%97%E5%8D%80%E5%8C%97%E6%96%B0%E8%B7%AF%E4%B8%89%E6%AE%B585%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-15-03,板橋府中店,北部,新北市,板橋區,新北市板橋區中山路一段29號1樓,02-2963-0228,日 ~ 四 11:00-22:00 五 ~ 六 11:00-23:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=15,https://www.google.com/maps?q=%E6%96%B0%E5%8C%97%E5%B8%82%E6%9D%BF%E6%A9%8B%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF%E4%B8%80%E6%AE%B529%E8%99%9F1%E6%A8%93&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-15-06,林口文化店,北部,新北市,林口區,新北市林口區文化二路一段62號1樓之1,02-26090998,五～六 10：00-22：00 日～四 10：00-21：30,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=15,https://www.google.com/maps?q=%E6%96%B0%E5%8C%97%E5%B8%82%E6%9E%97%E5%8F%A3%E5%8D%80%E6%96%87%E5%8C%96%E4%BA%8C%E8%B7%AF%E4%B8%80%E6%AE%B562%E8%99%9F1%E6%A8%93%E4%B9%8B1&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-15-09,汐止中興店,北部,新北市,汐止區,新北市汐止區中興路204號,02-2694-1717,10:30-21:30,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=15,https://www.google.com/maps?q=%E6%96%B0%E5%8C%97%E5%B8%82%E6%B1%90%E6%AD%A2%E5%8D%80%E4%B8%AD%E8%88%88%E8%B7%AF204%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-13-02,新竹清大店,北部,新竹市,,新竹市建功一路45-3號,03-571-0610,三～五 10:00~22:00 六～二 10:30-22:30,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=13,https://www.google.com/maps?q=%E6%96%B0%E7%AB%B9%E5%B8%82%E5%BB%BA%E5%8A%9F%E4%B8%80%E8%B7%AF45-3%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-13-03,竹北三民店,北部,新竹縣,竹北市,新竹縣竹北市三民路276號,03-6567-999,日～四 10:30-22:00 五～六 10:30-22:30,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=13,https://www.google.com/maps?q=%E6%96%B0%E7%AB%B9%E7%B8%A3%E7%AB%B9%E5%8C%97%E5%B8%82%E4%B8%89%E6%B0%91%E8%B7%AF276%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-13-01,竹北文興店,北部,新竹縣,竹北市,新竹縣竹北市文興路一段271號,03-550-5587,10:00-22:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=13,https://www.google.com/maps?q=%E6%96%B0%E7%AB%B9%E7%B8%A3%E7%AB%B9%E5%8C%97%E5%B8%82%E6%96%87%E8%88%88%E8%B7%AF%E4%B8%80%E6%AE%B5271%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-14-09,內壢中華店,北部,桃園市,中壢區,桃園市中壢區中華路一段242號,03-4621-688,10：00－22：00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=14,https://www.google.com/maps?q=%E6%A1%83%E5%9C%92%E5%B8%82%E4%B8%AD%E5%A3%A2%E5%8D%80%E4%B8%AD%E8%8F%AF%E8%B7%AF%E4%B8%80%E6%AE%B5242%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-14-02,林口長庚店,北部,桃園市,龜山區,桃園市龜山區復興街5號B1(林口長庚醫院地下美食街),03-327-5669/03-3281200#3132,一到五 08:30-20:30 假日 09:30-19:30,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=14,https://www.google.com/maps?q=%E6%A1%83%E5%9C%92%E5%B8%82%E9%BE%9C%E5%B1%B1%E5%8D%80%E5%BE%A9%E8%88%88%E8%A1%975%E8%99%9FB1%28%E6%9E%97%E5%8F%A3%E9%95%B7%E5%BA%9A%E9%86%AB%E9%99%A2%E5%9C%B0%E4%B8%8B%E7%BE%8E%E9%A3%9F%E8%A1%97%29&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-14-01,桃園八德興豐店,北部,桃園市,八德區,桃園市八德區興豐路656號1樓,03-373-1098,10:00-21:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=14,https://www.google.com/maps?q=%E6%A1%83%E5%9C%92%E5%B8%82%E5%85%AB%E5%BE%B7%E5%8D%80%E8%88%88%E8%B1%90%E8%B7%AF656%E8%99%9F1%E6%A8%93&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-14-07,桃園南崁店,北部,桃園市,蘆竹區,桃園市蘆竹區南崁路227號,03-3226-836,09:00-21:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=14,https://www.google.com/maps?q=%E6%A1%83%E5%9C%92%E5%B8%82%E8%98%86%E7%AB%B9%E5%8D%80%E5%8D%97%E5%B4%81%E8%B7%AF227%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-14-08,桃園南平店,北部,桃園市,桃園區,桃園市桃園區南平路215號,03-3168-116,週日～週四 11:00-23:00 週五～週六 11:00-24:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=14,https://www.google.com/maps?q=%E6%A1%83%E5%9C%92%E5%B8%82%E6%A1%83%E5%9C%92%E5%8D%80%E5%8D%97%E5%B9%B3%E8%B7%AF215%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-14-05,桃園大園店,北部,桃園市,大園區,桃園市大園區仁壽路27號,03-3867-082,10:00-22:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=14,https://www.google.com/maps?q=%E6%A1%83%E5%9C%92%E5%B8%82%E5%A4%A7%E5%9C%92%E5%8D%80%E4%BB%81%E5%A3%BD%E8%B7%AF27%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-14-04,桃園桃鶯店,北部,桃園市,桃園區,桃園市桃園區桃鶯路355號,03-366-3588,10:00-22:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=14,https://www.google.com/maps?q=%E6%A1%83%E5%9C%92%E5%B8%82%E6%A1%83%E5%9C%92%E5%8D%80%E6%A1%83%E9%B6%AF%E8%B7%AF355%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
truedan-tw-14-03,桃園永安店,北部,桃園市,桃園區,桃園市桃園區永安路777號,03-215-0788,10:00-21:00,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=14,https://www.google.com/maps?q=%E6%A1%83%E5%9C%92%E5%B8%82%E6%A1%83%E5%9C%92%E5%8D%80%E6%B0%B8%E5%AE%89%E8%B7%AF777%E8%99%9F&hl=zh-TW&z=14&t=&output=embed,needs_manual_review,needs_manual_review,已從官網取得門市；尚未逐店完成人工節奏 Google Business Profile / Google Order 與平台定位查核。
