storeId,storeName,regionGroup,city,district,address,phone,gmbStatus,gmbOrderingStatus,hasAnyOrderingSystem,hasGmbOrderingSystem,allSourceSystems,gmbSystems,pickupProviders,deliveryProviders,officialSourceUrl,officialStoreUrl,gmbUrl,evidenceLinks,manualReviewReason
teamagichand-tw-011,西賢店,南部,台南市,中西區,台南市中西區西賢一街102號,06-2802345,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E8%A5%BF%E8%B3%A2%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E4%B8%AD%E8%A5%BF%E5%8D%80%E8%A5%BF%E8%B3%A2%E4%B8%80%E8%A1%97102%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-012,健康店,南部,台南市,中西區,台南市中西區健康路一段422號,06-2133323,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%81%A5%E5%BA%B7%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E4%B8%AD%E8%A5%BF%E5%8D%80%E5%81%A5%E5%BA%B7%E8%B7%AF%E4%B8%80%E6%AE%B5422%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-013,仁德三甲店,南部,台南市,仁德區,台南市仁德區三甲里57之11號,06-3660303,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E4%BB%81%E5%BE%B7%E4%B8%89%E7%94%B2%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E4%BB%81%E5%BE%B7%E5%8D%80%E4%B8%89%E7%94%B2%E9%87%8C57%E4%B9%8B11%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-014,仁德德南店,南部,台南市,仁德區,台南市仁德區德南路207號,06-2495036,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E4%BB%81%E5%BE%B7%E5%BE%B7%E5%8D%97%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E4%BB%81%E5%BE%B7%E5%8D%80%E5%BE%B7%E5%8D%97%E8%B7%AF207%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-015,太子二店,南部,台南市,仁德區,台南市仁德區太子里太子路199號,06-2721238,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%A4%AA%E5%AD%90%E4%BA%8C%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E4%BB%81%E5%BE%B7%E5%8D%80%E5%A4%AA%E5%AD%90%E9%87%8C%E5%A4%AA%E5%AD%90%E8%B7%AF199%E8%99%9F&hl=zh-TW&sei=H18-arKBFvHK1e8P-rfz-Aw,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-016,仁德新田店,南部,台南市,仁德區,台南市仁德區勝利路142號,06-2703123,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E4%BB%81%E5%BE%B7%E6%96%B0%E7%94%B0%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E4%BB%81%E5%BE%B7%E5%8D%80%E5%8B%9D%E5%88%A9%E8%B7%AF142%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-017,仁德二店,南部,台南市,仁德區,台南市仁德區中正路二段482號,06-2703005,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E4%BB%81%E5%BE%B7%E4%BA%8C%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E4%BB%81%E5%BE%B7%E5%8D%80%E4%B8%AD%E6%AD%A3%E8%B7%AF%E4%BA%8C%E6%AE%B5482%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-018,仁德中清店,南部,台南市,仁德區,台南市仁德區正義路128號,06-2702468,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E4%BB%81%E5%BE%B7%E4%B8%AD%E6%B8%85%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E4%BB%81%E5%BE%B7%E5%8D%80%E6%AD%A3%E7%BE%A9%E8%B7%AF128%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-019,仁德中山店,南部,台南市,仁德區,台南市仁德區中山路168號,06-2705198,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E4%BB%81%E5%BE%B7%E4%B8%AD%E5%B1%B1%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E4%BB%81%E5%BE%B7%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF168%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-020,保安店,南部,台南市,仁德區,台南市仁德區中正路一段217號,06-2664990,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E4%BF%9D%E5%AE%89%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E4%BB%81%E5%BE%B7%E5%8D%80%E4%B8%AD%E6%AD%A3%E8%B7%AF%E4%B8%80%E6%AE%B5217%E8%99%9F&hl=zh-TW&sei=vV8-aqj3O5Kbvr0Ph-uD2Q0,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-021,仁德中洲店,南部,台南市,仁德區,台南市仁德區中洲里39之2號,06-2661113,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E4%BB%81%E5%BE%B7%E4%B8%AD%E6%B4%B2%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E4%BB%81%E5%BE%B7%E5%8D%80%E4%B8%AD%E6%B4%B2%E9%87%8C39%E4%B9%8B2%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-022,二仁店,南部,台南市,仁德區,台南市仁德區二仁路142號,06-2663861,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E4%BA%8C%E4%BB%81%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E4%BB%81%E5%BE%B7%E5%8D%80%E4%BA%8C%E4%BB%81%E8%B7%AF142%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-023,佳里新生店(PLUS),南部,台南市,佳里區,台南市佳里區新生路145號,06-7228788,confirmed,confirmed,True,True,foodpanda,foodpanda,foodpanda,foodpanda,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E4%BD%B3%E9%87%8C%E6%96%B0%E7%94%9F%E5%BA%97%28PLUS%29+%E5%8F%B0%E5%8D%97%E5%B8%82%E4%BD%B3%E9%87%8C%E5%8D%80%E6%96%B0%E7%94%9F%E8%B7%AF145%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E4%BD%B3%E9%87%8C%E6%96%B0%E7%94%9F%E5%BA%97%28PLUS%29+%E5%8F%B0%E5%8D%97%E5%B8%82%E4%BD%B3%E9%87%8C%E5%8D%80%E6%96%B0%E7%94%9F%E8%B7%AF145%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dElSRFNYODZkb0dpdjg4ZWxXV1FVYnpQQ1hGMnkwYXg5YmJhVlJoRU9xRzFwSnh1Y3Bwb21pWmZOb0ZRQnBZNlF5VnRuOWxuczdORHNva0g5X2dUdWtWVWtPNEdYSDliaU9tclRPelFNUjhNWVhkTjZVEhdHV0EtYXBDckNPR3dyZmNQaGNuWjJRTRoiQURzcjlmUUgtUDlVT3RocDFLYXRoZmhXZFJrSmdYQ0pHdxIEODEyNBoBMyoAMAA4AUAAGCognPiE9ANKAhAB,Human-paced Google Order re-check opened the blue order flow and explicitly read pickup/delivery modes.
teamagichand-tw-024,子良廟店,南部,台南市,佳里區,台南市佳里區子龍里子良廟48號,06-7265777,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%AD%90%E8%89%AF%E5%BB%9F%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E4%BD%B3%E9%87%8C%E5%8D%80%E5%AD%90%E9%BE%8D%E9%87%8C%E5%AD%90%E8%89%AF%E5%BB%9F48%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-025,佳里仁愛店,南部,台南市,佳里區,台南市佳里區仁愛路374號,06-7237777,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E4%BD%B3%E9%87%8C%E4%BB%81%E6%84%9B%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E4%BD%B3%E9%87%8C%E5%8D%80%E4%BB%81%E6%84%9B%E8%B7%AF374%E8%99%9F&hl=zh-TW&sei=WGA-aqnDEOeh1e8PlpeDiAQ,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-026,佳里興店,南部,台南市,佳里區,台南市佳里區興化里442號,06-7265688,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E4%BD%B3%E9%87%8C%E8%88%88%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E4%BD%B3%E9%87%8C%E5%8D%80%E8%88%88%E5%8C%96%E9%87%8C442%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-027,佳里中山店,南部,台南市,佳里區,台南市佳里區中山路439號,06-7226660,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E4%BD%B3%E9%87%8C%E4%B8%AD%E5%B1%B1%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E4%BD%B3%E9%87%8C%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF439%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
teamagichand-tw-028,六甲中正店,南部,台南市,六甲區,台南市六甲區中正路483號,06-6991111,confirmed,no_gmb_order_button,False,False,,,,,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.teamagichand.com.tw/store/?index_m_id=1&city=%E5%8F%B0%E5%8D%97%E5%B8%82,https://www.google.com/search?q=%E8%8C%B6%E4%B9%8B%E9%AD%94%E6%89%8B+%E5%85%AD%E7%94%B2%E4%B8%AD%E6%AD%A3%E5%BA%97+%E5%8F%B0%E5%8D%97%E5%B8%82%E5%85%AD%E7%94%B2%E5%8D%80%E4%B8%AD%E6%AD%A3%E8%B7%AF483%E8%99%9F&hl=zh-TW,,"Named GMB profile was verified after rejecting address-only or embedded Maps leads, but no blue Google Order entry was visible during the re-check."
