storeId,platformStoreId,storeName,regionGroup,city,district,address,phone,hours,gmbStatus,gmbOrderingStatus,hasAnyOrderingSystem,hasGmbOrderingSystem,gmbPickupProviders,gmbDeliveryProviders,allSourceSystems,gmbSystems,officialSourceUrl,officialStoreUrl,gmbUrl,gmbOrderPanelUrl,manualReviewReason
coco-tw-050,1043,三重龍門店,北部,新北市,三重區,新北市三重區龍門路42之1號,02-29701318,11:00:00-22:45:00,confirmed,confirmed,True,True,foodpanda; Nidin,foodpanda; Uber Eats; Nidin,Nidin; Uber Eats; foodpanda,Nidin; Uber Eats; foodpanda,https://order.nidin.shop/brand/cocotea,https://order.nidin.shop/menu/1043,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E4%B8%89%E9%87%8D%E9%BE%8D%E9%96%80%E5%BA%97+%E6%96%B0%E5%8C%97%E5%B8%82%E4%B8%89%E9%87%8D%E5%8D%80%E9%BE%8D%E9%96%80%E8%B7%AF42%E4%B9%8B1%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E4%B8%89%E9%87%8D%E9%BE%8D%E9%96%80%E5%BA%97+%E6%96%B0%E5%8C%97%E5%B8%82%E4%B8%89%E9%87%8D%E5%8D%80%E9%BE%8D%E9%96%80%E8%B7%AF42%E4%B9%8B1%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEktTkJLdU13WjkyZ0JjQ0NCMXl4Uy1jY0g2a3hjMXRlZUFrcjlxdTdDWDRzSWNueWlkbDdvNy1RT3VaT2ZUc1k1bkhjaXNfZUJpSU95TUlwSlExTElsdmp3bFl6QUthNkladlZkelpyX2JVaF9PNERnEhczTFE2YXRqeUY2V1R2cjBQeTZXMi1RVRoiQURzcjlmVGplSEZfZW9kbGdQSC1BVzdocG8tN21aQ0JfZxIEODEyNBoBMyoAMAA4AUAAGCogjPSx2A9KAhAB,Human-paced Google Order re-check opened the blue order flow and read providers.
coco-tw-051,1045,新埔店,北部,新北市,淡水區,新北市淡水區淡金路四段560號,02-28010172,10:30:00-20:30:00,confirmed,unavailable_or_blocked,True,False,,,Nidin,,https://order.nidin.shop/brand/cocotea,https://order.nidin.shop/menu/1045,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E6%96%B0%E5%9F%94%E5%BA%97+%E6%96%B0%E5%8C%97%E5%B8%82%E6%B7%A1%E6%B0%B4%E5%8D%80%E6%B7%A1%E9%87%91%E8%B7%AF%E5%9B%9B%E6%AE%B5560%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E6%96%B0%E5%9F%94%E5%BA%97+%E6%96%B0%E5%8C%97%E5%B8%82%E6%B7%A1%E6%B0%B4%E5%8D%80%E6%B7%A1%E9%87%91%E8%B7%AF%E5%9B%9B%E6%AE%B5560%E8%99%9F&hl=zh-TW,"Named GMB and Google Order audit timed out after 150s; kept as a coverage gap, not as no-ordering evidence. Latest rerun used fixed exact order-button click handling and 取貨/運送 mode mapping; Google Order providers still were not readable."
coco-tw-052,1047,關渡店,北部,台北市,北投區,台北市北投區知行路301號,02-28588495,10:00:00-20:15:59,confirmed,confirmed,True,True,foodpanda,foodpanda; Uber Eats,Nidin; Uber Eats; foodpanda,Uber Eats; foodpanda,https://order.nidin.shop/brand/cocotea,https://order.nidin.shop/menu/1047,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E9%97%9C%E6%B8%A1%E5%BA%97+%E5%8F%B0%E5%8C%97%E5%B8%82%E5%8C%97%E6%8A%95%E5%8D%80%E7%9F%A5%E8%A1%8C%E8%B7%AF301%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E9%97%9C%E6%B8%A1%E5%BA%97+%E5%8F%B0%E5%8C%97%E5%B8%82%E5%8C%97%E6%8A%95%E5%8D%80%E7%9F%A5%E8%A1%8C%E8%B7%AF301%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dElGbUVYRVFjME4wbi1icmRTRHBOak9VeUJacGptRlNYcGJSdzZ4TjBMTl9XemY0QjNLc1QwSlVuMElFWG5rQml0a0RjTDhUSTZnU2lGRUhLNVV5QXVjMWJYOUQ5WDNBS0FYNVNzZnpKRGVSaTlvYnhBEhdiN1U2YXFubkliX00xZThQMzZxNi1RNBoiQURzcjlmVGZaa2oycl92bG1rTW5ZN0VBTGZ6MHZ3dU1ZdxIEODEyNBoBMyoAMAA4AUAAGCogooqGywRKAhAB,Human-paced Google Order re-check opened the blue order flow and read providers.
coco-tw-053,1049,龍安店(新莊),北部,新北市,新莊區,新北市新莊區龍安路262號,02-22049489,10:30:00-22:10:59,confirmed,confirmed,True,True,foodpanda,foodpanda; Uber Eats,Nidin; Uber Eats; foodpanda,Uber Eats; foodpanda,https://order.nidin.shop/brand/cocotea,https://order.nidin.shop/menu/1049,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E9%BE%8D%E5%AE%89%E5%BA%97%28%E6%96%B0%E8%8E%8A%29+%E6%96%B0%E5%8C%97%E5%B8%82%E6%96%B0%E8%8E%8A%E5%8D%80%E9%BE%8D%E5%AE%89%E8%B7%AF262%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E9%BE%8D%E5%AE%89%E5%BA%97%28%E6%96%B0%E8%8E%8A%29+%E6%96%B0%E5%8C%97%E5%B8%82%E6%96%B0%E8%8E%8A%E5%8D%80%E9%BE%8D%E5%AE%89%E8%B7%AF262%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEtFdmdHM3NURmVORGtZNGZ5N0Q1dzN1SGFtaDZhODhyOU04UmxMZ0VsUVFFNEk2SkhlMzY0YnZnc3oyb0x6czFGNlRueVJWNFlJN1J6Vmx6MVBKTEkyNTQxWXo0dEJwMURvaWlFSU9aWElMSW1qNVdnEhdCYkk2YXRESUpfR24ycm9QOW9lcHFRNBoiQURzcjlmVE9MZHU4ZDlvRy00aWV2TWdNcjlyNXl4Q0lRURIEODEyNBoBMyoAMAA4AUAAGCognbi4qARKAhAB,Human-paced Google Order re-check opened the blue order flow and read providers.
coco-tw-054,1051,樹保店,北部,新北市,樹林區,新北市樹林區保安街一段73號,02-26753811,11:00:00-20:45:00,confirmed,confirmed,True,True,foodpanda; Nidin,,Nidin; foodpanda,Nidin; foodpanda,https://order.nidin.shop/brand/cocotea,https://order.nidin.shop/menu/1051,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E6%A8%B9%E4%BF%9D%E5%BA%97+%E6%96%B0%E5%8C%97%E5%B8%82%E6%A8%B9%E6%9E%97%E5%8D%80%E4%BF%9D%E5%AE%89%E8%A1%97%E4%B8%80%E6%AE%B573%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E6%A8%B9%E4%BF%9D%E5%BA%97+%E6%96%B0%E5%8C%97%E5%B8%82%E6%A8%B9%E6%9E%97%E5%8D%80%E4%BF%9D%E5%AE%89%E8%A1%97%E4%B8%80%E6%AE%B573%E8%99%9F&hl=zh-TW,Human-paced Google Order re-check opened the blue order flow and read providers.
coco-tw-055,1053,成泰店,北部,新北市,五股區,新北市五股區成泰路二段184號,02-82923465,10:00:00-21:15:59,confirmed,confirmed,True,True,foodpanda; Nidin,foodpanda; Uber Eats; Nidin,Nidin; Uber Eats; foodpanda,Nidin; Uber Eats; foodpanda,https://order.nidin.shop/brand/cocotea,https://order.nidin.shop/menu/1053,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E6%88%90%E6%B3%B0%E5%BA%97+%E6%96%B0%E5%8C%97%E5%B8%82%E4%BA%94%E8%82%A1%E5%8D%80%E6%88%90%E6%B3%B0%E8%B7%AF%E4%BA%8C%E6%AE%B5184%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E6%88%90%E6%B3%B0%E5%BA%97+%E6%96%B0%E5%8C%97%E5%B8%82%E4%BA%94%E8%82%A1%E5%8D%80%E6%88%90%E6%B3%B0%E8%B7%AF%E4%BA%8C%E6%AE%B5184%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEl0Zjdwd2dGWHo1NF9ramFmOW9FLW9DdE1KcjFMZXNiai1zZ0xoWWF6a0JWWWFxcUt0RTBCeGJ0VUVGQy1kUXZzYVdDQ21oMnEyWlBKOVRjRERkMzRZTDRYMUdqNks3b1hGYmZ0WllFOWpIMWJ5U0M4EhcxclU2YXB6cUg3cnExZThQbTdLc2lRYxoiQURzcjlmU0dkWk1jTXZXcGVNcEE2UWxCZXZ0N2FkdVh4ZxIEODEyNBoBMyoAMAA4AUAAGCogjeWJ5AtKAhAB,Human-paced Google Order re-check opened the blue order flow and read providers.
coco-tw-056,1055,同德店,北部,台北市,南港區,台北市南港區同德路25號,02-27852259,10:30:00-21:45:59,confirmed,confirmed,True,True,foodpanda; Nidin,foodpanda; Uber Eats; Nidin,Nidin; Uber Eats; foodpanda,Nidin; Uber Eats; foodpanda,https://order.nidin.shop/brand/cocotea,https://order.nidin.shop/menu/1055,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E5%90%8C%E5%BE%B7%E5%BA%97+%E5%8F%B0%E5%8C%97%E5%B8%82%E5%8D%97%E6%B8%AF%E5%8D%80%E5%90%8C%E5%BE%B7%E8%B7%AF25%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E5%90%8C%E5%BE%B7%E5%BA%97+%E5%8F%B0%E5%8C%97%E5%B8%82%E5%8D%97%E6%B8%AF%E5%8D%80%E5%90%8C%E5%BE%B7%E8%B7%AF25%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEw2ZUJHUU1NQW52djUxTDFFMkkxLUdRbVJSTEk0VV9hc2lvMUlsLUI2ZlM3OGlDV3V3djNVaEdPU0JpTjdNcUVBTl9wcTg1MW4wbE9EVmd2TksxM2t2MlZFam9ZWEc2Y08yUktZMk5HNlBKNTFScHRzEhctN1U2YW9IQkxyclcxZThQaEkyQ2lBcxoiQURzcjlmU2gwb3M1a2xZSGg1MWRRQWlnR2hFV29jWE9tQRIEODEyNBoBMyoAMAA4AUAAGCoguLL_8ARKAhAB,Human-paced Google Order re-check opened the blue order flow and read providers.
coco-tw-057,1057,東湖2店,北部,台北市,內湖區,台北市內湖區東湖路37號,02-26314805,10:45:00-21:30:59,confirmed,confirmed,True,True,foodpanda,foodpanda; Uber Eats,Nidin; Uber Eats; foodpanda,Uber Eats; foodpanda,https://order.nidin.shop/brand/cocotea,https://order.nidin.shop/menu/1057,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E6%9D%B1%E6%B9%962%E5%BA%97+%E5%8F%B0%E5%8C%97%E5%B8%82%E5%85%A7%E6%B9%96%E5%8D%80%E6%9D%B1%E6%B9%96%E8%B7%AF37%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E6%9D%B1%E6%B9%962%E5%BA%97+%E5%8F%B0%E5%8C%97%E5%B8%82%E5%85%A7%E6%B9%96%E5%8D%80%E6%9D%B1%E6%B9%96%E8%B7%AF37%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEpDQkwyV28yV3h3bmRTM0twVDBaQjM5TjFaMlQtelIwMlRXVWN4WnFsSkE5elRGVDZGbDAySDJXRDRqb0J1TEs4eDlVUW5vV2VvU2xZQmc5WEY4dzJ4TnhrNVJkTUhQUlNhN2hvTTh2RVprSUZycnlJEhdGclk2YXZTeEZwQ1R2cjBQODVUSGlRaxoiQURzcjlmVHgyaTE3S0J5Qm93b0NMUDZ2RUpqcEhsVU5OdxIEODEyNBoBMyoAMAA4AUAAGCogmtOnnA5KAhAB,Human-paced Google Order re-check opened the blue order flow and read providers.
coco-tw-058,1061,蘆洲民族店,北部,新北市,蘆洲區,新北市蘆洲區民族路89號,02-22855342,10:30:00-21:30:59,confirmed,confirmed,True,True,foodpanda,foodpanda; Uber Eats,Nidin; Uber Eats; foodpanda,Uber Eats; foodpanda,https://order.nidin.shop/brand/cocotea,https://order.nidin.shop/menu/1061,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E8%98%86%E6%B4%B2%E6%B0%91%E6%97%8F%E5%BA%97+%E6%96%B0%E5%8C%97%E5%B8%82%E8%98%86%E6%B4%B2%E5%8D%80%E6%B0%91%E6%97%8F%E8%B7%AF89%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E8%98%86%E6%B4%B2%E6%B0%91%E6%97%8F%E5%BA%97+%E6%96%B0%E5%8C%97%E5%B8%82%E8%98%86%E6%B4%B2%E5%8D%80%E6%B0%91%E6%97%8F%E8%B7%AF89%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEpXbDlGSmFpYWgtTXI0SW5fbzg3OTMwaXFONDNUalFVdElLSV9keldSYWZpdWROemY2bVZtcG9yZmxOeVFGbUlDWlI1WnpPNlRMMzdLTVdDaWtzTzV6dDY5MXVqbjRxN3BZZHluUzVfb0duU1lCNHdNEhdJclk2YXM3NkFyMm12cjBQNXREejZRURoiQURzcjlmU3Q3OHZ3S1c1Vzd6WV9kUE9CbTV5TzkwcHVrZxIEODEyNBoBMyoAMAA4AUAAGCogu9SczwhKAhAB,Human-paced Google Order re-check opened the blue order flow and read providers.
coco-tw-059,1063,板橋金門店,北部,新北市,板橋區,新北市板橋區金門街312號,02-26758619,11:15:00-21:05:59,confirmed,confirmed,True,True,foodpanda; Nidin,foodpanda; Uber Eats; Nidin,Nidin; Uber Eats; foodpanda,Nidin; Uber Eats; foodpanda,https://order.nidin.shop/brand/cocotea,https://order.nidin.shop/menu/1063,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E6%9D%BF%E6%A9%8B%E9%87%91%E9%96%80%E5%BA%97+%E6%96%B0%E5%8C%97%E5%B8%82%E6%9D%BF%E6%A9%8B%E5%8D%80%E9%87%91%E9%96%80%E8%A1%97312%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E6%9D%BF%E6%A9%8B%E9%87%91%E9%96%80%E5%BA%97+%E6%96%B0%E5%8C%97%E5%B8%82%E6%9D%BF%E6%A9%8B%E5%8D%80%E9%87%91%E9%96%80%E8%A1%97312%E8%99%9F&hl=zh-TW#sv=CAESzAEKuAEStQEKd0FKaVQ0dEtIZkR3TkxjTWhyUXI2cWpmdVdGQmxvMzlMN3gtMllQR2FVcEUwbmUxYmo1dEhNNTdtVjZONF8xbkdrTVRPa2hybHJXMy0zdTEwTjBwbFRlVnlfVHNfNXAwRXh5OTVqeWFUSVJHODQ0WkNLUVNvWDJvEhZON1k2YXU3WEc5Q1l2cjBQLXBXWEdBGiJBRHNyOWZUVkRBQWVsUjJaM21aYk9fVW1HcXRmYkRuUWRBEgQ4MTI0GgEzKgAwADgBQAAYKiCq6ZCpCUoCEAE,Human-paced Google Order re-check opened the blue order flow and read providers.
coco-tw-060,1065,樹林中華店,北部,新北市,樹林區,新北市樹林區中華路92號,02-86866336,10:30:00-21:00:59,confirmed,confirmed,True,True,foodpanda; Nidin,foodpanda; Uber Eats; Nidin,Nidin; Uber Eats; foodpanda,Nidin; Uber Eats; foodpanda,https://order.nidin.shop/brand/cocotea,https://order.nidin.shop/menu/1065,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E6%A8%B9%E6%9E%97%E4%B8%AD%E8%8F%AF%E5%BA%97+%E6%96%B0%E5%8C%97%E5%B8%82%E6%A8%B9%E6%9E%97%E5%8D%80%E4%B8%AD%E8%8F%AF%E8%B7%AF92%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E6%A8%B9%E6%9E%97%E4%B8%AD%E8%8F%AF%E5%BA%97+%E6%96%B0%E5%8C%97%E5%B8%82%E6%A8%B9%E6%9E%97%E5%8D%80%E4%B8%AD%E8%8F%AF%E8%B7%AF92%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEwwMUgwTVJhMkpHYWNLS3dtY3ZmU2N0ZkE5dUlFOEVaQlhmdzJlaGx6c1dzTE0yTzNFdTFUZWZfLWVkelU0WUY1SE40Qi1FaDJGTTFRQ1d4WjZMYlVvQm1SWkVxYW9VVXUxT1VLWEFxQzVhRVpOd0lNEhdUclk2YXNxWENxeXh2cjBQdUxxSHVBVRoiQURzcjlmVE5pcGktN0xCQjEwLTg3djBldnpLckw2cUdBZxIEODEyNBoBMyoAMAA4AUAAGCogkcTe_gFKAhAB,Human-paced Google Order re-check opened the blue order flow and read providers.
coco-tw-061,1067,南崁店(新南路一段),北部,桃園市,蘆竹區,桃園市蘆竹區新南路一段16號,03-2123209,10:00:00-22:30:00,confirmed,confirmed,True,True,foodpanda; Nidin,foodpanda; Uber Eats; Nidin,Nidin; Uber Eats; foodpanda,Nidin; Uber Eats; foodpanda,https://order.nidin.shop/brand/cocotea,https://order.nidin.shop/menu/1067,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E5%8D%97%E5%B4%81%E5%BA%97%28%E6%96%B0%E5%8D%97%E8%B7%AF%E4%B8%80%E6%AE%B5%29+%E6%A1%83%E5%9C%92%E5%B8%82%E8%98%86%E7%AB%B9%E5%8D%80%E6%96%B0%E5%8D%97%E8%B7%AF%E4%B8%80%E6%AE%B516%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E5%8D%97%E5%B4%81%E5%BA%97%28%E6%96%B0%E5%8D%97%E8%B7%AF%E4%B8%80%E6%AE%B5%29+%E6%A1%83%E5%9C%92%E5%B8%82%E8%98%86%E7%AB%B9%E5%8D%80%E6%96%B0%E5%8D%97%E8%B7%AF%E4%B8%80%E6%AE%B516%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEt2VkZ6T2N5d090YmZaSy1nT1ZFQmo1WkxBWnYxOWRaRG5lU2xNelVSem83aUI0RHMzb0lSRER5clJYY1JGb0tmM2ExbjB5UXpKWkQ1UTNhUlpIdFBpclhTN0xUWG1DYzVjWGY2U3hvZ3JOXzZOakxnEhdZN1k2YXRqMEZlaTl2cjBQM3FUYWlRZxoiQURzcjlmVEVEZGI3azZiZW9wZWZyanN3bEVRVWotWGJwURIEODEyNBoBMyoAMAA4AUAAGCoguvCAnwFKAhAB,Human-paced Google Order re-check opened the blue order flow and read providers.
coco-tw-062,1069,觀音新坡店,北部,桃園市,觀音區,桃園市觀音區中山路2段648號,03-2820398,10:00:00-21:00:00,confirmed,confirmed,True,True,foodpanda; Nidin,foodpanda; Uber Eats; Nidin,Nidin; Uber Eats; foodpanda,Nidin; Uber Eats; foodpanda,https://order.nidin.shop/brand/cocotea,https://order.nidin.shop/menu/1069,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E8%A7%80%E9%9F%B3%E6%96%B0%E5%9D%A1%E5%BA%97+%E6%A1%83%E5%9C%92%E5%B8%82%E8%A7%80%E9%9F%B3%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF2%E6%AE%B5648%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E8%A7%80%E9%9F%B3%E6%96%B0%E5%9D%A1%E5%BA%97+%E6%A1%83%E5%9C%92%E5%B8%82%E8%A7%80%E9%9F%B3%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF2%E6%AE%B5648%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dElBR2t3NUplMGNGX3FyeDdCTTFNWDFOckNsUnpmbWtZUmFlVkFHRkNqWWI5S1ltNk9qdTFjNGxUSWV3alBqQm5oSk5oSGxKS2lraV9XeExDZ0dYWkpyMlFrSlZ3QlZrZmJOX3ZDX0R5MkxpSV9oSVkwEhdlYlk2YXFPTEw3TGsxZThQMzQtRnVBWRoiQURzcjlmU0g3SmpQYzNpa0picS1XdF8xU01LZGtyNHFHdxIEODEyNBoBMyoAMAA4AUAAGCogpICytAhKAhAB,Human-paced Google Order re-check opened the blue order flow and read providers.
coco-tw-063,1071,桃園寶山店,北部,桃園市,桃園區,桃園市桃園區寶山街182號,03-3461910,11:00:00-21:30:59,confirmed,confirmed,True,True,foodpanda; Nidin,foodpanda; Uber Eats; Nidin,Nidin; Uber Eats; foodpanda,Nidin; Uber Eats; foodpanda,https://order.nidin.shop/brand/cocotea,https://order.nidin.shop/menu/1071,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E6%A1%83%E5%9C%92%E5%AF%B6%E5%B1%B1%E5%BA%97+%E6%A1%83%E5%9C%92%E5%B8%82%E6%A1%83%E5%9C%92%E5%8D%80%E5%AF%B6%E5%B1%B1%E8%A1%97182%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E6%A1%83%E5%9C%92%E5%AF%B6%E5%B1%B1%E5%BA%97+%E6%A1%83%E5%9C%92%E5%B8%82%E6%A1%83%E5%9C%92%E5%8D%80%E5%AF%B6%E5%B1%B1%E8%A1%97182%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEtTRlJQaFpuS2EydjlvLWFkaWlycVl1WFFiaWgtTGRONi13anFVc0lMWE1XY09pRGd4c0tjbl9Uck9GWVZPZEV1QXEtNzgtbGtUZmtSc2Q0SklpX2J6SG9aczc1bVhpQVJDckpwcTBlN1Fxa0lsNXlVEhdqN1k2YXFlZkRlM18xZThQbjRiRzhRdxoiQURzcjlmVG5oMWxJd2lUdTdWcDhsX1ZHanE1YUZ0NFlrdxIEODEyNBoBMyoAMAA4AUAAGCoglIvt9AFKAhAB,Human-paced Google Order re-check opened the blue order flow and read providers.
coco-tw-064,1073,桃園興豐店,北部,桃園市,八德區,桃園市八德區興豐路316號,03-3651527,10:00:00-21:30:00,confirmed,confirmed,True,True,Nidin,Uber Eats; Nidin,Nidin; Uber Eats,Nidin; Uber Eats,https://order.nidin.shop/brand/cocotea,https://order.nidin.shop/menu/1073,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E6%A1%83%E5%9C%92%E8%88%88%E8%B1%90%E5%BA%97+%E6%A1%83%E5%9C%92%E5%B8%82%E5%85%AB%E5%BE%B7%E5%8D%80%E8%88%88%E8%B1%90%E8%B7%AF316%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E6%A1%83%E5%9C%92%E8%88%88%E8%B1%90%E5%BA%97+%E6%A1%83%E5%9C%92%E5%B8%82%E5%85%AB%E5%BE%B7%E5%8D%80%E8%88%88%E8%B1%90%E8%B7%AF316%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEwyWmRkV0gxRHN3d2t6SlM0V1ZwQkNNa2owUk1FT3ZLakIycjdYdU5EN3VBWWtYcXRuOUxESE1pbWZuYVBCRVNIbW03RE1aeFNGRmNVd2R1OTFpZkpHZTlGRDNVVWo3Z2FMSTFpWERaOUJLNDd0MlZBEhdwYlk2YW9UNEU5eVl2cjBQcFlhOWdBWRoiQURzcjlmUlFfbVliREdIRkljU2swYlBxakR6NXNSTlIzdxIEODEyNBoBMyoAMAA4AUAAGCoguqbF8gtKAhAB,Human-paced Google Order re-check opened the blue order flow and read providers.
coco-tw-065,1075,中壢福州店,北部,桃園市,中壢區,桃園市中壢區福州一街245號,03-4620620,10:00:00-21:30:00,confirmed,confirmed,True,True,foodpanda; Nidin,foodpanda; Uber Eats; Nidin,Nidin; Uber Eats; foodpanda,Nidin; Uber Eats; foodpanda,https://order.nidin.shop/brand/cocotea,https://order.nidin.shop/menu/1075,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E4%B8%AD%E5%A3%A2%E7%A6%8F%E5%B7%9E%E5%BA%97+%E6%A1%83%E5%9C%92%E5%B8%82%E4%B8%AD%E5%A3%A2%E5%8D%80%E7%A6%8F%E5%B7%9E%E4%B8%80%E8%A1%97245%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E4%B8%AD%E5%A3%A2%E7%A6%8F%E5%B7%9E%E5%BA%97+%E6%A1%83%E5%9C%92%E5%B8%82%E4%B8%AD%E5%A3%A2%E5%8D%80%E7%A6%8F%E5%B7%9E%E4%B8%80%E8%A1%97245%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEpvOUZrTDBhLUR5SG1ZN3VLbzlHN3kxT3pMWnA5cUFoZVRmOVVuTEdvRmxuT1NHd2Rnd1l4UEotU0dKUlFUazFfalQ1azA5dHBlMVFKNGVsZFduQ1FzcV84LV9hX2ZpUFNpcTlhV3V0OGpSU05UdFpFEhd2Ylk2YXB2Sk9lTHMxZThQMXNTSzZBaxoiQURzcjlmUVp0SzZpQVc2UGVjOHlQaVRXRzNJS3dFMElGZxIEODEyNBoBMyoAMAA4AUAAGCogtcrJ7ghKAhAB,Human-paced Google Order re-check opened the blue order flow and read providers.
coco-tw-066,1079,中潭店,北部,桃園市,龍潭區,桃園市龍潭區中興路297號,03-4091398,10:00:00-21:00:00,confirmed,confirmed,True,True,foodpanda; Nidin,foodpanda; Uber Eats; Nidin,Nidin; Uber Eats; foodpanda,Nidin; Uber Eats; foodpanda,https://order.nidin.shop/brand/cocotea,https://order.nidin.shop/menu/1079,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E4%B8%AD%E6%BD%AD%E5%BA%97+%E6%A1%83%E5%9C%92%E5%B8%82%E9%BE%8D%E6%BD%AD%E5%8D%80%E4%B8%AD%E8%88%88%E8%B7%AF297%E8%99%9F&hl=zh-TW,https://www.google.com/search?q=CoCo%E9%83%BD%E5%8F%AF+%E4%B8%AD%E6%BD%AD%E5%BA%97+%E6%A1%83%E5%9C%92%E5%B8%82%E9%BE%8D%E6%BD%AD%E5%8D%80%E4%B8%AD%E8%88%88%E8%B7%AF297%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEtYVGtpdGdCMGxwN19XNFdoTjVJTWlabVR3ZWNSOXM0XzdtdmUxbTI4OXd4eXExT3lsZWw2bFAzY0VIX3p4SEZfQXdVLUlOaXpweG0tVTl6b1E4UGxvbzdvazRkNmhyVkxreVQwWUR6Z09Cc2Z3eDJNEhc3TFk2YXM3WklyQ2R2cjBQb2Rmb29BRRoiQURzcjlmUk4tOF85UHhiazc5UHN5cGdoWkFKRmJHN2pnURIEODEyNBoBMyoAMAA4AUAAGCogi9mGyg5KAhAB,Human-paced Google Order re-check opened the blue order flow and read providers.
