storeId,storeName,regionGroup,city,district,address,phone,hours,gmbStatus,gmbOrderingStatus,hasAnyOrderingSystem,hasGmbOrderingSystem,gmbPickupProviders,gmbDeliveryProviders,allSourceSystems,gmbSystems,officialSourceUrl,officialStoreUrl,gmbUrl,gmbOrderPanelUrl,manualReviewReason
truedan-tw-16-03,信義市府店,北部,台北市,信義區,台北市信義區忠孝東路五段17號之1,02-2742-3896,10:00-21:00,confirmed,confirmed,True,True,foodpanda,foodpanda,Ocard; foodpanda,foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,"https://www.google.com/maps/place/%E7%8F%8D%E7%85%AE%E4%B8%B9+%E4%BF%A1%E7%BE%A9%E5%B8%82%E5%BA%9C%E5%BA%97/@25.0414512,121.5656269,17z/data=!3m1!4b1!4m6!3m5!1s0x3442abb8ffffffff:0x95d55b126063744e!8m2!3d25.0414512!4d121.5656269!16s%2Fg%2F11g9nl9y_0?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnOW5sOXlfMBgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ubY4apbBDOO7vr0PxtuPiA4&ei=ubY4apbBDOO7vr0PxtuPiA4&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
truedan-tw-16-05,內湖園區店,北部,台北市,內湖區,台北市內湖區內湖路一段411巷8號1樓,02-2658-0301,10:00-21:00 06/11-07/10 營業時間：11:00-20:00,confirmed,confirmed,True,True,Nidin; foodpanda,Nidin; foodpanda,Nidin; Ocard; foodpanda,Nidin; foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,"https://www.google.com/maps/place/%E7%8F%8D%E7%85%AE%E4%B8%B9+%E5%85%A7%E6%B9%96%E5%9C%92%E5%8D%80%E5%BA%97/@25.0820921,121.5710158,17z/data=!3m1!4b1!4m6!3m5!1s0x3442ad610b21d5c3:0x7eee63b2f9eeeaa5!8m2!3d25.0820921!4d121.5710158!16s%2Fg%2F11j6gy7p8c?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqNmd5N3A4YxgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ybY4arSeN8mOvr0P0f-BUA&ei=ybY4arSeN8mOvr0P0f-BUA&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
truedan-tw-16-04,內湖江南店,北部,台北市,內湖區,台北市內湖區江南街108號,02-2799-8296,10:00-21:00,confirmed,confirmed,True,True,foodpanda,Uber Eats; foodpanda,Ocard; Uber Eats; foodpanda,Uber Eats; foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,"https://www.google.com/maps/place/%E7%8F%8D%E7%85%AE%E4%B8%B9+%E5%85%A7%E6%B9%96%E6%B1%9F%E5%8D%97%E5%BA%97/@25.0767932,121.5766132,17z/data=!3m1!4b1!4m6!3m5!1s0x3442ac64abf70f37:0xb49ddd695f569309!8m2!3d25.0767932!4d121.5766132!16s%2Fg%2F11cs0rm2gn?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjczBybTJnbhgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=27Y4aql26dnV7w_UtIOIDA&ei=27Y4aql26dnV7w_UtIOIDA&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
truedan-tw-16-15,南港園區店,北部,台北市,南港區,台北市南港區新民街58號,02-2783-1617,一～五 10:30-19:30、 六、日 11:00-19:00,confirmed,confirmed,True,True,foodpanda,Uber Eats; foodpanda,Ocard; Uber Eats; foodpanda,Uber Eats; foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,"https://www.google.com/maps/place/%E7%8F%8D%E7%85%AE%E4%B8%B9+%E5%8D%97%E6%B8%AF%E5%9C%92%E5%8D%80%E5%BA%97/@25.0559593,121.6117307,17z/data=!3m1!4b1!4m6!3m5!1s0x3442ab9784a1b19d:0x2211d51d43b4c3aa!8m2!3d25.0559593!4d121.6117307!16s%2Fg%2F11hsvsq1sx?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoc3ZzcTFzeBgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=67Y4asTnNoTc1e8PwNGBqAY&ei=67Y4asTnNoTc1e8PwNGBqAY&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
truedan-tw-16-07,台北北醫店,北部,台北市,信義區,台北市信義區莊敬路318號1樓,02-2720-5515,週一～週五10：00-21：00 週六～週日10：30-21：00,confirmed,confirmed,True,True,foodpanda,Uber Eats; foodpanda,Ocard; Uber Eats; foodpanda,Uber Eats; foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,"https://www.google.com/maps/place/%E7%8F%8D%E7%85%AE%E4%B8%B9-%E5%8F%B0%E5%8C%97%E5%8C%97%E9%86%AB%E5%BA%97(%E5%8F%AF%E4%BD%BF%E7%94%A8Ocard%E7%B7%9A%E4%B8%8A%E9%BB%9E%E9%A4%90%EF%BC%89/@25.028119,121.563306,17z/data=!3m1!4b1!4m6!3m5!1s0x3442ab45e5dc9031:0x578823a47746fe23!8m2!3d25.028119!4d121.563306!16s%2Fg%2F11h97g8rtb?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoOTdnOHJ0YhgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=_bY4ap_ZFsP41e8PtJ-coAw&ei=_bY4ap_ZFsP41e8PtJ-coAw&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
truedan-tw-16-09,台北南京店,北部,台北市,松山區,台北市松山區南京東路四段108號,02-2747-5917,一～五 10:30-21:00 六、日 11:00-20:00,confirmed,confirmed,True,True,foodpanda,foodpanda,Ocard; foodpanda,foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,"https://www.google.com/maps/place/%E7%8F%8D%E7%85%AE%E4%B8%B9+%E5%8F%B0%E5%8C%97%E5%8D%97%E4%BA%AC%E5%BA%97/@25.0514395,121.5545223,17z/data=!3m1!4b1!4m6!3m5!1s0x3442ab4194c84cb5:0xee3d9e8fa0f9dac2!8m2!3d25.0514395!4d121.5545223!16s%2Fg%2F11j9cyw6bb?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqOWN5dzZiYhgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Drc4arrXDJPr1e8P__eB6AI&ei=Drc4arrXDJPr1e8P__eB6AI&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
truedan-tw-16-06,台北合江店,北部,台北市,,台北市合江街152號一樓,02-2515-5583,10:00-21:00 06/11-07/10 營業時間：10:00-20:00,confirmed,confirmed,True,True,Nidin; foodpanda,Nidin; Uber Eats; foodpanda,Nidin; Ocard; Uber Eats; foodpanda,Nidin; Uber Eats; foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,"https://www.google.com/maps/place/%E7%8F%8D%E7%85%AE%E4%B8%B9+%E5%8F%B0%E5%8C%97%E5%90%88%E6%B1%9F%E5%BA%97/@25.060014,121.5391088,17z/data=!3m1!4b1!4m6!3m5!1s0x3442ab5d29f7a76b:0x15afdf8d10a6e4da!8m2!3d25.060014!4d121.5391088!16s%2Fg%2F11jg_9q9hs?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqZ185cTlocxgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=HLc4asuTJ4vr1e8P2qGC8Ao&ei=HLc4asuTJ4vr1e8P2qGC8Ao&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
truedan-tw-16-11,台北延平南店,北部,台北市,中正區,台北市中正區延平南路238號,02-23880092,10：00－21：00,confirmed,confirmed,True,True,foodpanda,Uber Eats; foodpanda,Ocard; Uber Eats; foodpanda,Uber Eats; foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,"https://www.google.com/maps/place/%E7%8F%8D%E7%85%AE%E4%B8%B9+%E5%8F%B0%E5%8C%97%E5%BB%B6%E5%B9%B3%E5%8D%97%E5%BA%97/@25.0337731,121.5073047,17z/data=!3m1!4b1!4m6!3m5!1s0x3442a97952aed931:0x4a5b3969d576e983!8m2!3d25.0337731!4d121.5073047!16s%2Fg%2F11rpddmdj2?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFycGRkbWRqMhgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Lbc4auzXJ-eIvr0Pk6KB2AU&ei=Lbc4auzXJ-eIvr0Pk6KB2AU&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
truedan-tw-16-12,台北濟南店,北部,台北市,中正區,台北市中正區濟南路二段60之1號,02-23581520,一～五 10:30-20:00 六、日 11:00-20:00,confirmed,confirmed,True,True,Nidin; foodpanda,Nidin; Uber Eats; foodpanda,Nidin; Ocard; Uber Eats; foodpanda,Nidin; Uber Eats; foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,"https://www.google.com/maps/place/%E7%8F%8D%E7%85%AE%E4%B8%B9+%E5%8F%B0%E5%8C%97%E6%BF%9F%E5%8D%97%E5%BA%97/@25.0401612,121.5319473,17z/data=!3m1!4b1!4m6!3m5!1s0x3442a9bd3140ee9f:0xeaa45c4717d6492b!8m2!3d25.0401612!4d121.5319473!16s%2Fg%2F11frdzp95r?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmcmR6cDk1chgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Prc4aqbKKvP_1e8Pi8Wx-Qc&ei=Prc4aqbKKvP_1e8Pi8Wx-Qc&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
truedan-tw-16-14,台北石牌店,北部,台北市,北投區,台北市北投區石牌路一段164之1號,02-2821-6911,10:00-21:30,confirmed,confirmed,True,True,foodpanda,Uber Eats; foodpanda,Ocard; Uber Eats; foodpanda,Uber Eats; foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,"https://www.google.com/maps/place/%E7%8F%8D%E7%85%AE%E4%B8%B9+%E5%8F%B0%E5%8C%97%E7%9F%B3%E7%89%8C%E5%BA%97/@25.1143349,121.5135057,17z/data=!3m1!4b1!4m6!3m5!1s0x3442afdaf1a92951:0x2532deed3d1e5ff7!8m2!3d25.1143349!4d121.5135057!16s%2Fg%2F11jbc3f0nd?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqYmMzZjBuZBgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=T7c4asWdFPWivr0PjYqqgAk&ei=T7c4asWdFPWivr0PjYqqgAk&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
truedan-tw-16-10,台北遼寧店,北部,台北市,中山區,台北市中山區遼寧街27號1樓,02-2776-0727,10:30-21:30,confirmed,confirmed,True,True,foodpanda,Uber Eats; foodpanda,Ocard; Uber Eats; foodpanda,Uber Eats; foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,"https://www.google.com/maps/place/%E7%8F%8D%E7%85%AE%E4%B8%B9+%E5%8F%B0%E5%8C%97%E9%81%BC%E5%AF%A7%E5%BA%97/@25.0479564,121.5422227,17z/data=!3m1!4b1!4m6!3m5!1s0x3442abde9bd515ab:0x9cdb214ee4417ffe!8m2!3d25.0479564!4d121.5422227!16s%2Fg%2F11c6w0ww2z?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjNncwd3cyehgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Ybc4aqD7AqDl1e8P4tOPsAY&ei=Ybc4aqD7AqDl1e8P4tOPsAY&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
truedan-tw-16-02,士林大北店,北部,台北市,士林區,台北市士林區大北路54號,02-2881-5238,一到四 11:00-20:00 五到日 11:00-21:00,confirmed,button_confirmed_provider_pending,True,True,,,Ocard; foodpanda,foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,"https://www.google.com/maps/place/%E7%8F%8D%E7%85%AE%E4%B8%B9+%E5%A3%AB%E6%9E%97%E5%A4%A7%E5%8C%97%E5%BA%97/@25.090084,121.525658,17z/data=!3m1!4b1!4m6!3m5!1s0x3442aea534c10c05:0x117208e1878977ce!8m2!3d25.090084!4d121.525658!16s%2Fg%2F11c0rglwdk?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjMHJnbHdkaxgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=cbc4arPqHYiS1e8PgZLEiAc&ei=cbc4arPqHYiS1e8PgZLEiAc&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
truedan-tw-16-08,大安復興店,北部,台北市,大安區,台北市大安區信義路三段200號,02-2700-0558,一～六 10:00-22:00 日 10:00-21:00,confirmed,button_confirmed_provider_pending,True,True,,,Nidin; Ocard; foodpanda,Nidin; foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,"https://www.google.com/maps/place/%E7%8F%8D%E7%85%AE%E4%B8%B9+%E5%A4%A7%E5%AE%89%E5%BE%A9%E8%88%88%E5%BA%97/@25.0330886,121.5432814,17z/data=!3m1!4b1!4m6!3m5!1s0x3442abd3650b4fa1:0x7ec3b33757c18334!8m2!3d25.0330886!4d121.5432814!16s%2Fg%2F11c55rfjzg?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjNTVyZmp6ZxgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=gbc4atH1JKeEvr0Pl8jmoAU&ei=gbc4atH1JKeEvr0Pl8jmoAU&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
truedan-tw-16-16,文山木新店,北部,台北市,文山區,台北市文山區木新路三段160號,02-2933-3011,10:00-22:00,confirmed,button_confirmed_provider_pending,True,True,,,Ocard; foodpanda,foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=16,"https://www.google.com/maps/place/%E7%8F%8D%E7%85%AE%E4%B8%B9+%E6%96%87%E5%B1%B1%E6%9C%A8%E6%96%B0%E5%BA%97/@24.9819693,121.5610978,17z/data=!3m1!4b1!4m6!3m5!1s0x3442aa13bb1c7035:0xb7232430df9df4aa!8m2!3d24.9819693!4d121.5610978!16s%2Fg%2F11gbkrddw2?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnYmtyZGR3MhgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=krc4aqmXCa3O1e8P08Hv4Qw&ei=krc4aqmXCa3O1e8P08Hv4Qw&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
truedan-tw-58-01,基隆新豐店,北部,基隆市,中正區,基隆市中正區新豐街351號,02-24698969,10:00~22:00,confirmed,button_confirmed_provider_pending,True,True,,,Ocard; foodpanda,foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=58,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=58,"https://www.google.com/maps/place/%E7%8F%8D%E7%85%AE%E4%B8%B9%E5%9F%BA%E9%9A%86%E6%96%B0%E8%B1%90%E5%BA%97/@25.1355965,121.7865893,17z/data=!3m1!4b1!4m6!3m5!1s0x345d4f87a598a65d:0xc0745a5c185192dd!8m2!3d25.1355965!4d121.7865893!16s%2Fg%2F11yqr8qc8k?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5cXI4cWM4axgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=oLc4asCUIseyvr0PqrC8kAg&ei=oLc4asCUIseyvr0PqrC8kAg&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
truedan-tw-58-02,基隆義二店,北部,基隆市,中正區,基隆市中正區義二路16號,02-24257030,10:00~22:00,confirmed,button_confirmed_provider_pending,True,True,,,Ocard; foodpanda,foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=58,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=58,"https://www.google.com/maps/place/%E7%8F%8D%E7%85%AE%E4%B8%B9%E5%9F%BA%E9%9A%86%E7%BE%A9%E4%BA%8C%E5%BA%97/@25.1307395,121.745375,17z/data=!3m1!4b1!4m6!3m5!1s0x345d4fcb0362c41f:0xe5cb568ad0970e1e!8m2!3d25.1307395!4d121.745375!16s%2Fg%2F11j9cyfycs?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFqOWN5ZnljcxgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=sbc4aoWdNNP21e8PosCB4Ao&ei=sbc4aoWdNNP21e8PosCB4Ao&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
truedan-tw-15-08,三峽北大店,北部,新北市,三峽區,新北市三峽區大學路145號,02-8672-1007,10:30-21:30,confirmed,button_confirmed_provider_pending,True,True,,,Ocard; foodpanda,foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=15,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=15,"https://www.google.com/maps/place/%E7%8F%8D%E7%85%AE%E4%B8%B9+%E4%B8%89%E5%B3%BD%E5%8C%97%E5%A4%A7%E5%BA%97/@24.9439864,121.3741868,17z/data=!3m1!4b1!4m6!3m5!1s0x34681d81e077c171:0x42e7304d68d7485d!8m2!3d24.9439864!4d121.3741868!16s%2Fg%2F11h4kt_yr6?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoNGt0X3lyNhgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=v7c4aszDN8-ovr0P-LG3wAQ&ei=v7c4aszDN8-ovr0P-LG3wAQ&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
truedan-tw-15-01,三重中正北店,北部,新北市,三重區,新北市三重區中正北路53號1樓,,10:00-21:00,confirmed,button_confirmed_provider_pending,True,True,,,Ocard; foodpanda,foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=15,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=15,"https://www.google.com/maps/place/%E7%8F%8D%E7%85%AE%E4%B8%B9%E4%B8%89%E9%87%8D%E4%B8%AD%E6%AD%A3%E5%8C%97%E5%BA%97/@25.062989,121.490784,17z/data=!3m1!4b1!4m6!3m5!1s0x3442a91647ceaef7:0xb17568ae60ff3da3!8m2!3d25.062989!4d121.490784!16s%2Fg%2F11yxgkbd_b?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5eGdrYmRfYhgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=z7c4ap-_GsyPvr0PjJWEgAU&ei=z7c4ap-_GsyPvr0PjJWEgAU&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
truedan-tw-15-02,中和南勢角店,北部,新北市,中和區,新北市中和區興南路一段94號,02-8668-8813,10:00-22:00,confirmed,button_confirmed_provider_pending,True,True,,,Ocard; foodpanda,foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=15,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=15,"https://www.google.com/maps/search/%E7%8F%8D%E7%85%AE%E4%B8%B9+%E4%B8%AD%E5%92%8C%E5%8D%97%E5%8B%A2%E8%A7%92%E5%BA%97+%E6%96%B0%E5%8C%97%E5%B8%82%E4%B8%AD%E5%92%8C%E5%8D%80%E8%88%88%E5%8D%97%E8%B7%AF%E4%B8%80%E6%AE%B594%E8%99%9F/@24.9956305,121.5043709,16z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFtdDU2MmIwcxgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=4bc4aqXoIo7mosUPuNGEyAk&ei=4bc4aqXoIo7mosUPuNGEyAk&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
truedan-tw-15-07,中和連城店,北部,新北市,中和區,新北市中和區連城路17號,02-2243-8876,10:00-21:00,confirmed,button_confirmed_provider_pending,True,True,,,Ocard; foodpanda,foodpanda,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=15,https://www.truedan.com.tw/portal_d1_cnt.php?s_contury=1&s_city=15,"https://www.google.com/maps/place/%E7%8F%8D%E7%85%AE%E4%B8%B9+%E4%B8%AD%E5%92%8C%E9%80%A3%E5%9F%8E%E5%BA%97(%E5%8F%AF%E4%BD%BF%E7%94%A8Ocard%E7%B7%9A%E4%B8%8A%E9%BB%9E%E9%A4%90)/@25.0021161,121.4989568,17z/data=!3m1!4b1!4m6!3m5!1s0x3442a9d6f657cf13:0x6386e450af8601ff!8m2!3d25.0021161!4d121.4989568!16s%2Fg%2F11dxky2tr7?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFkeGt5MnRyNxgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=8rc4au2yOt-fvr0Py6yawA0&ei=8rc4au2yOt-fvr0Py6yawA0&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",
