storeId,storeName,regionGroup,city,district,address,phone,gmbStatus,gmbOrderingStatus,hasAnyOrderingSystem,hasGmbOrderingSystem,gmbPickupProviders,gmbDeliveryProviders,allSourceSystems,gmbSystems,gmbUrl,gmbOrderPanelUrl,manualReviewReason
"macu-tw-088","台中十甲店","中部","台中市","東區","台中市東區十甲路373號","04-22136539","confirmed","confirmed","true","true","","Uber Eats","LINE、Uber Eats、食在麻吉 eathere","Uber Eats","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A+%E5%8F%B0%E4%B8%AD%E5%8D%81%E7%94%B2%E5%BA%97+%E5%8F%B0%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8D%80%E5%8D%81%E7%94%B2%E8%B7%AF373%E8%99%9F&hl=zh-TW#sv=CAESzAEKuAEStQEKd0FKaVQ0dEl5WGJDbVNPWURIMUdydXJuR0FPV3N0cFF2eFRnelg5dnlxUXhKMjd3R1RyaHMwYU8xcmNnd3gzSkN2emtKa05PZUw0eUNFaW5TekRCN0VaVF9pQmJYSG5DUmNvQkpFbHFoRkMtdUZ2UVVVaFQ3Tm9BEhZfODlnYXByVkh1TGMxZThQN0xld0NBGiJBRHNyOWZURW8wLTc3REhMS2N0VnBCMHlYMDNLdi1GSFVnEgQ4MTI0GgEzKgAwADgBQAAYKiD09sX2BDoASgIQAQ","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A+%E5%8F%B0%E4%B8%AD%E5%8D%81%E7%94%B2%E5%BA%97+%E5%8F%B0%E4%B8%AD%E5%B8%82%E6%9D%B1%E5%8D%80%E5%8D%81%E7%94%B2%E8%B7%AF373%E8%99%9F&hl=zh-TW#sv=CAESzAEKuAEStQEKd0FKaVQ0dEl5WGJDbVNPWURIMUdydXJuR0FPV3N0cFF2eFRnelg5dnlxUXhKMjd3R1RyaHMwYU8xcmNnd3gzSkN2emtKa05PZUw0eUNFaW5TekRCN0VaVF9pQmJYSG5DUmNvQkpFbHFoRkMtdUZ2UVVVaFQ3Tm9BEhZfODlnYXByVkh1TGMxZThQN0xld0NBGiJBRHNyOWZURW8wLTc3REhMS2N0VnBCMHlYMDNLdi1GSFVnEgQ4MTI0GgEzKgAwADgBQAAYKiD09sX2BDoASgIQAQ","Playwright batch opened Google Order flow and read visible pickup/delivery providers."
"macu-tw-074","台中后里店","中部","台中市","后里區","台中市后里區甲后路一段479號","04-25586582","confirmed","confirmed","true","true","","Uber Eats","LINE、Uber Eats、食在麻吉 eathere","Uber Eats","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A%20%E5%8F%B0%E4%B8%AD%E5%90%8E%E9%87%8C%E5%BA%97%20%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%90%8E%E9%87%8C%E5%8D%80%E7%94%B2%E5%90%8E%E8%B7%AF%E4%B8%80%E6%AE%B5479%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dElsU2x0V2dhU2NmM3YtUDdoYjBSaC1oQzhaUXFFRDg2NmM1Uy05QUp0MW95dk9rUHlaUnhvS1d3SDBkU3k0ZXdrQWFRMVhpbjlwVTdkZnJCcDZkZGxsVjNzVzVkS1N3Wk5FYU1BVEZ3NkJEdjJEbXlZEhdRaTFoYXN2b05PZnQxZThQa09IQzZBdxoiQURzcjlmUXVjbzNsRlVQM3M1NkF6NVIyOUpHY3VMTTVKdxIEODEyNBoBMyoAMAA4AUAAGCogmsHtHzoASgIQAQ","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A%20%E5%8F%B0%E4%B8%AD%E5%90%8E%E9%87%8C%E5%BA%97%20%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%90%8E%E9%87%8C%E5%8D%80%E7%94%B2%E5%90%8E%E8%B7%AF%E4%B8%80%E6%AE%B5479%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dElsU2x0V2dhU2NmM3YtUDdoYjBSaC1oQzhaUXFFRDg2NmM1Uy05QUp0MW95dk9rUHlaUnhvS1d3SDBkU3k0ZXdrQWFRMVhpbjlwVTdkZnJCcDZkZGxsVjNzVzVkS1N3Wk5FYU1BVEZ3NkJEdjJEbXlZEhdRaTFoYXN2b05PZnQxZThQa09IQzZBdxoiQURzcjlmUXVjbzNsRlVQM3M1NkF6NVIyOUpHY3VMTTVKdxIEODEyNBoBMyoAMAA4AUAAGCogmsHtHzoASgIQAQ","Playwright batch opened Google Order flow and read visible pickup/delivery providers."
"macu-tw-115","台中向上黎明店","中部","台中市","南屯區","台中市南屯區三厝里向上路二段453號1樓","04-23895503","confirmed","confirmed","true","true","","Uber Eats","LINE、Uber Eats、食在麻吉 eathere","Uber Eats","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A+%E5%8F%B0%E4%B8%AD%E5%90%91%E4%B8%8A%E9%BB%8E%E6%98%8E%E5%BA%97+%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8D%97%E5%B1%AF%E5%8D%80%E4%B8%89%E5%8E%9D%E9%87%8C%E5%90%91%E4%B8%8A%E8%B7%AF%E4%BA%8C%E6%AE%B5453%E8%99%9F1%E6%A8%93&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dElnM25DRC0zTGlDU3ZTMlpjTld1aHZYTDc0X3BqQ0FaZEpiQUF1TzJsWDdlUUZ5TUloNUVwWkd4TU04TmF2U3huTTJNZ25meHUzMVVkaXZLN0hab3BGV2JNR2lNX1Utb1p2SU14bkU3bUxDcmF4dVFrEhdPTkJnYXBEY0dKT292cjBQbXNfSm9BcxoiQURzcjlmUW5rOEJZenN2MUFHR1lGX0FDcm5sREJRN2VqZxIEODEyNBoBMyoAMAA4AUAAGCogqpTpMDoASgIQAQ","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A+%E5%8F%B0%E4%B8%AD%E5%90%91%E4%B8%8A%E9%BB%8E%E6%98%8E%E5%BA%97+%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8D%97%E5%B1%AF%E5%8D%80%E4%B8%89%E5%8E%9D%E9%87%8C%E5%90%91%E4%B8%8A%E8%B7%AF%E4%BA%8C%E6%AE%B5453%E8%99%9F1%E6%A8%93&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dElnM25DRC0zTGlDU3ZTMlpjTld1aHZYTDc0X3BqQ0FaZEpiQUF1TzJsWDdlUUZ5TUloNUVwWkd4TU04TmF2U3huTTJNZ25meHUzMVVkaXZLN0hab3BGV2JNR2lNX1Utb1p2SU14bkU3bUxDcmF4dVFrEhdPTkJnYXBEY0dKT292cjBQbXNfSm9BcxoiQURzcjlmUW5rOEJZenN2MUFHR1lGX0FDcm5sREJRN2VqZxIEODEyNBoBMyoAMAA4AUAAGCogqpTpMDoASgIQAQ","Playwright batch opened Google Order flow and read visible pickup/delivery providers."
"macu-tw-073","台中國美店","中部","台中市","西區","台中市西區美村路一段649號","04-23785657","confirmed","confirmed","true","true","","Uber Eats","LINE、Uber Eats、食在麻吉 eathere","Uber Eats","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A%20%E5%8F%B0%E4%B8%AD%E5%9C%8B%E7%BE%8E%E5%BA%97%20%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%8D%80%E7%BE%8E%E6%9D%91%E8%B7%AF%E4%B8%80%E6%AE%B5649%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEl3TG9kbkNTdEt5eUxLc3Z3Q3p5WkUzRzFicVBoM25fMmhVdjlLT2xmVi1JMlFhUnluYTFib2Z1MTFLYWZSMkZCVFliZ1NXaldfXzVXQi0tb2cwYjBCSFlYR05fQmdhbEhXVnpUMkgzZmc2dXVJY05JEhdTdEJnYXJhV0xfdVB2cjBQOXR1T3FRRRoiQURzcjlmVGV6ZWJ5U3BYdVdGVm5JZG5RU2lpNGFObzl5ZxIEODEyNBoBMyoAMAA4AUAAGCog-YOiigM6AEoCEAE","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A%20%E5%8F%B0%E4%B8%AD%E5%9C%8B%E7%BE%8E%E5%BA%97%20%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%8D%80%E7%BE%8E%E6%9D%91%E8%B7%AF%E4%B8%80%E6%AE%B5649%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEl3TG9kbkNTdEt5eUxLc3Z3Q3p5WkUzRzFicVBoM25fMmhVdjlLT2xmVi1JMlFhUnluYTFib2Z1MTFLYWZSMkZCVFliZ1NXaldfXzVXQi0tb2cwYjBCSFlYR05fQmdhbEhXVnpUMkgzZmc2dXVJY05JEhdTdEJnYXJhV0xfdVB2cjBQOXR1T3FRRRoiQURzcjlmVGV6ZWJ5U3BYdVdGVm5JZG5RU2lpNGFObzl5ZxIEODEyNBoBMyoAMAA4AUAAGCog-YOiigM6AEoCEAE","Playwright batch opened Google Order flow and read visible pickup/delivery providers."
"macu-tw-086","台中大墩店","中部","台中市","西屯區","台中市西屯區大墩路875號","04-23201036","confirmed","confirmed","true","true","","Uber Eats","LINE、Uber Eats、食在麻吉 eathere","Uber Eats","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A%20%E5%8F%B0%E4%B8%AD%E5%A4%A7%E5%A2%A9%E5%BA%97%20%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E5%A4%A7%E5%A2%A9%E8%B7%AF875%E8%99%9F&hl=zh-TW#sv=CAESzAEKuAEStQEKd0FKaVQ0dEtCUy1WRnppY3RXQzJxdkxRc0FIdGJpRkROT3JValJrTDZBVkFMbVAzSGtjSld6NnFQUHhfeWUwSkQ5WFQtdGktbUJBeEVZbXh5MmItMktJVEhZV052TzJlTjZrNndzakRQal9uY2wtTEpUeGhJSkRFEhZYdEJnYXR0ZXhxUy12UV9yci1pd0JBGiJBRHNyOWZUX2JEM3F2QkhOekVqcjVBX3UyVE9DakxJbWxREgQ4MTI0GgEzKgAwADgBQAAYKiCK0qffAjoASgIQAQ","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A%20%E5%8F%B0%E4%B8%AD%E5%A4%A7%E5%A2%A9%E5%BA%97%20%E5%8F%B0%E4%B8%AD%E5%B8%82%E8%A5%BF%E5%B1%AF%E5%8D%80%E5%A4%A7%E5%A2%A9%E8%B7%AF875%E8%99%9F&hl=zh-TW#sv=CAESzAEKuAEStQEKd0FKaVQ0dEtCUy1WRnppY3RXQzJxdkxRc0FIdGJpRkROT3JValJrTDZBVkFMbVAzSGtjSld6NnFQUHhfeWUwSkQ5WFQtdGktbUJBeEVZbXh5MmItMktJVEhZV052TzJlTjZrNndzakRQal9uY2wtTEpUeGhJSkRFEhZYdEJnYXR0ZXhxUy12UV9yci1pd0JBGiJBRHNyOWZUX2JEM3F2QkhOekVqcjVBX3UyVE9DakxJbWxREgQ4MTI0GgEzKgAwADgBQAAYKiCK0qffAjoASgIQAQ","Playwright batch opened Google Order flow and read visible pickup/delivery providers."
"macu-tw-078","台中大慶店","中部","台中市","南區","台中市南區復興路一段311號","04-22632700","confirmed","confirmed","true","true","","Uber Eats","LINE、Uber Eats、食在麻吉 eathere","Uber Eats","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A%20%E5%8F%B0%E4%B8%AD%E5%A4%A7%E6%85%B6%E5%BA%97%20%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8D%97%E5%8D%80%E5%BE%A9%E8%88%88%E8%B7%AF%E4%B8%80%E6%AE%B5311%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEpQN0NaNkJreGY5WVZyOG1sQkpxOVZwVEdXclphNHlqdkJCXzJqQW9mcVFkTXNMSWdselVScmNmQnRlOU1XRjllYjZhSHJfTnR5RVAzMHM5ckF3a2V3WkJrWjQ4X28zaXF4RFpLT2VVMm5pdEprMVhzEhdjTkJnYXZtSU9zaWx2cjBQc0lYUXNRYxoiQURzcjlmUzNCN1FBdUJJU0ptRTJpTFZCb0txdmk1QlR6dxIEODEyNBoBMyoAMAA4AUAAGCog-Z_Ylwk6AEoCEAE","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A%20%E5%8F%B0%E4%B8%AD%E5%A4%A7%E6%85%B6%E5%BA%97%20%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8D%97%E5%8D%80%E5%BE%A9%E8%88%88%E8%B7%AF%E4%B8%80%E6%AE%B5311%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEpQN0NaNkJreGY5WVZyOG1sQkpxOVZwVEdXclphNHlqdkJCXzJqQW9mcVFkTXNMSWdselVScmNmQnRlOU1XRjllYjZhSHJfTnR5RVAzMHM5ckF3a2V3WkJrWjQ4X28zaXF4RFpLT2VVMm5pdEprMVhzEhdjTkJnYXZtSU9zaWx2cjBQc0lYUXNRYxoiQURzcjlmUzNCN1FBdUJJU0ptRTJpTFZCb0txdmk1QlR6dxIEODEyNBoBMyoAMAA4AUAAGCog-Z_Ylwk6AEoCEAE","Playwright batch opened Google Order flow and read visible pickup/delivery providers."
"macu-tw-098","台中太原店","中部","台中市","北屯區","406台中市北屯區太原路三段1136-2號","04 2436 1223","confirmed","confirmed","true","true","","Uber Eats","LINE、Uber Eats、食在麻吉 eathere","Uber Eats","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A%20%E5%8F%B0%E4%B8%AD%E5%A4%AA%E5%8E%9F%E5%BA%97%20%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E5%A4%AA%E5%8E%9F%E8%B7%AF%E4%B8%89%E6%AE%B51136-2%E8%99%9F&hl=zh-TW#sv=CAESzAEKuAEStQEKd0FKaVQ0dEpWZHZFaGR4a3UwUUw2SGZ1eERSSGtpVDQyVWg3RFFzQjhDNHRSVXVZRjFDU3N0QndkTS05THZ4emFIb0hPSjFFUlBUTjZMU2QwbHFOV3hkVlVXRTlJSzVNTk9Rd2xIbWZwekFfT1BlaWkxQW9OcDVJEhZoZEJnYXJxUUc4bVR2cjBQc29McGFRGiJBRHNyOWZSRno4cklydzFlcGkzbUQyQjNFTUUwNmF0YmtBEgQ4MTI0GgEzKgAwADgBQAAYKiCyzo-YBToASgIQAQ","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A%20%E5%8F%B0%E4%B8%AD%E5%A4%AA%E5%8E%9F%E5%BA%97%20%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E5%A4%AA%E5%8E%9F%E8%B7%AF%E4%B8%89%E6%AE%B51136-2%E8%99%9F&hl=zh-TW#sv=CAESzAEKuAEStQEKd0FKaVQ0dEpWZHZFaGR4a3UwUUw2SGZ1eERSSGtpVDQyVWg3RFFzQjhDNHRSVXVZRjFDU3N0QndkTS05THZ4emFIb0hPSjFFUlBUTjZMU2QwbHFOV3hkVlVXRTlJSzVNTk9Rd2xIbWZwekFfT1BlaWkxQW9OcDVJEhZoZEJnYXJxUUc4bVR2cjBQc29McGFRGiJBRHNyOWZSRno4cklydzFlcGkzbUQyQjNFTUUwNmF0YmtBEgQ4MTI0GgEzKgAwADgBQAAYKiCyzo-YBToASgIQAQ","Playwright batch opened Google Order flow and read visible pickup/delivery providers."
"macu-tw-094","台中學士店","中部","台中市","北區","台中市北區學士路198號","04-22367058","confirmed","confirmed","true","true","","Uber Eats","LINE、Uber Eats、食在麻吉 eathere","Uber Eats","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A%20%E5%8F%B0%E4%B8%AD%E5%AD%B8%E5%A3%AB%E5%BA%97%20%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E5%AD%B8%E5%A3%AB%E8%B7%AF198%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEk4WjB6WW1ZdnBoN1hENmNEYW5aVnh0eE5vNXB1cGdUVFhENm9iSU1KVFRyWm8xRlo1ZzJua1dZd2RNMWV1dTNBUkRQRmJyeWdtaE9aSGxjZEdFbDY1VWZ5WkNRNW81S2Y3TjFLUTYwbEJJQnkyb00wEhdudEJnYXNueEc3U0MxZThQdTZfVzJRURoiQURzcjlmUkhDcUN0Z01mWjhkdXNKWnNFVDAwVTFjV2gydxIEODEyNBoBMyoAMAA4AUAAGCogtqTPlg06AEoCEAE","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A%20%E5%8F%B0%E4%B8%AD%E5%AD%B8%E5%A3%AB%E5%BA%97%20%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E5%AD%B8%E5%A3%AB%E8%B7%AF198%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEk4WjB6WW1ZdnBoN1hENmNEYW5aVnh0eE5vNXB1cGdUVFhENm9iSU1KVFRyWm8xRlo1ZzJua1dZd2RNMWV1dTNBUkRQRmJyeWdtaE9aSGxjZEdFbDY1VWZ5WkNRNW81S2Y3TjFLUTYwbEJJQnkyb00wEhdudEJnYXNueEc3U0MxZThQdTZfVzJRURoiQURzcjlmUkhDcUN0Z01mWjhkdXNKWnNFVDAwVTFjV2gydxIEODEyNBoBMyoAMAA4AUAAGCogtqTPlg06AEoCEAE","Playwright batch opened Google Order flow and read visible pickup/delivery providers."
"macu-tw-077","台中崇德漢口店","中部","台中市","北區","台中市北區漢口路四段375-6號","04-22369498","confirmed","confirmed","true","true","","Uber Eats","LINE、Uber Eats、食在麻吉 eathere","Uber Eats","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A+%E5%8F%B0%E4%B8%AD%E5%B4%87%E5%BE%B7%E6%BC%A2%E5%8F%A3%E5%BA%97+%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E6%BC%A2%E5%8F%A3%E8%B7%AF%E5%9B%9B%E6%AE%B5375-6%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEozSnlKNjVxa0NBQ3pYTDZjWkNjSzM1Y1MycEVGZUkycHp4YXU4SGdvNDFwd2gxdXFyeUZGRThzcVJQV0RrWjNQRG81RGxFczVsdlB5MFVrMFVqbWlsQ1lsSjZ0US1nWS1EdFp1dkdDSGR5VDZfQVJJEhd1ZEJnYW9YcEZ1aVJ2cjBQbF9qZnNROBoiQURzcjlmU0h5RzN2QUNUdFdxak03aEppTzFtX2UzdnpfURIEODEyNBoBMyoAMAA4AUAAGCogz6nO4QE6AEoCEAE","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A+%E5%8F%B0%E4%B8%AD%E5%B4%87%E5%BE%B7%E6%BC%A2%E5%8F%A3%E5%BA%97+%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%8D%80%E6%BC%A2%E5%8F%A3%E8%B7%AF%E5%9B%9B%E6%AE%B5375-6%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEozSnlKNjVxa0NBQ3pYTDZjWkNjSzM1Y1MycEVGZUkycHp4YXU4SGdvNDFwd2gxdXFyeUZGRThzcVJQV0RrWjNQRG81RGxFczVsdlB5MFVrMFVqbWlsQ1lsSjZ0US1nWS1EdFp1dkdDSGR5VDZfQVJJEhd1ZEJnYW9YcEZ1aVJ2cjBQbF9qZnNROBoiQURzcjlmU0h5RzN2QUNUdFdxak03aEppTzFtX2UzdnpfURIEODEyNBoBMyoAMAA4AUAAGCogz6nO4QE6AEoCEAE","Playwright batch opened Google Order flow and read visible pickup/delivery providers."
"macu-tw-108","台中忠勇店","中部","台中市","南屯區","台中市南屯區忠勇路41-2號","04-23804698","confirmed","confirmed","true","true","","Uber Eats","LINE、Uber Eats、食在麻吉 eathere","Uber Eats","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A%20%E5%8F%B0%E4%B8%AD%E5%BF%A0%E5%8B%87%E5%BA%97%20%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8D%97%E5%B1%AF%E5%8D%80%E5%BF%A0%E5%8B%87%E8%B7%AF41-2%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEp6cHoxaXpJb0x0MlZzT3VRallJZ2V4TWdmNjNzSlZjSmxFTVNBaUdrNXVqc3djY0M2TU10RmFjblFGbTdTaTNGYnNUYmdzTjY1WEpTZG9LZUdzR0QwT2NEQ1Z4a0xBdkQ4TnlUUEZvUE96WHVfSkdvEhd6TkJnYXZmTU1ibXl2cjBQak9iZzBBOBoiQURzcjlmU3pBMm5uNF9hc3dHWmtaanFLN1RxRWZVNmJEURIEODEyNBoBMyoAMAA4AUAAGCog3Mmf0AU6AEoCEAE","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A%20%E5%8F%B0%E4%B8%AD%E5%BF%A0%E5%8B%87%E5%BA%97%20%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8D%97%E5%B1%AF%E5%8D%80%E5%BF%A0%E5%8B%87%E8%B7%AF41-2%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEp6cHoxaXpJb0x0MlZzT3VRallJZ2V4TWdmNjNzSlZjSmxFTVNBaUdrNXVqc3djY0M2TU10RmFjblFGbTdTaTNGYnNUYmdzTjY1WEpTZG9LZUdzR0QwT2NEQ1Z4a0xBdkQ4TnlUUEZvUE96WHVfSkdvEhd6TkJnYXZmTU1ibXl2cjBQak9iZzBBOBoiQURzcjlmU3pBMm5uNF9hc3dHWmtaanFLN1RxRWZVNmJEURIEODEyNBoBMyoAMAA4AUAAGCog3Mmf0AU6AEoCEAE","Playwright batch opened Google Order flow and read visible pickup/delivery providers."
"macu-tw-107","台中敦富店","中部","台中市","北屯區","台中市北屯區敦富一街113號","04-24373477","confirmed","confirmed","true","true","","Uber Eats","LINE、Uber Eats、食在麻吉 eathere","Uber Eats","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A%20%E5%8F%B0%E4%B8%AD%E6%95%A6%E5%AF%8C%E5%BA%97%20%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E6%95%A6%E5%AF%8C%E4%B8%80%E8%A1%97113%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEpWZmVwQ3lGSEZGRklpWDJkNmhYbE5rbHhiajVfTUN5TUpmUTJqeFNheEJ5c2FPNHZyYWItRWFWVjRmVU9GNE13bTBBWmhTcndHbV9hWUxXaGtEUFJyRDVnbnlobGZNeDlHM1c2bzh5and2NVFCbURrEhc0TkJnYXFqLUY0YWt2cjBQejhiMGdBaxoiQURzcjlmUUxlOC1nb0dieUFUcWNsZklqcHdkV0RyR2ZkQRIEODEyNBoBMyoAMAA4AUAAGCoguNmEgQs6AEoCEAE","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A%20%E5%8F%B0%E4%B8%AD%E6%95%A6%E5%AF%8C%E5%BA%97%20%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E6%95%A6%E5%AF%8C%E4%B8%80%E8%A1%97113%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEpWZmVwQ3lGSEZGRklpWDJkNmhYbE5rbHhiajVfTUN5TUpmUTJqeFNheEJ5c2FPNHZyYWItRWFWVjRmVU9GNE13bTBBWmhTcndHbV9hWUxXaGtEUFJyRDVnbnlobGZNeDlHM1c2bzh5and2NVFCbURrEhc0TkJnYXFqLUY0YWt2cjBQejhiMGdBaxoiQURzcjlmUUxlOC1nb0dieUFUcWNsZklqcHdkV0RyR2ZkQRIEODEyNBoBMyoAMAA4AUAAGCoguNmEgQs6AEoCEAE","Playwright batch opened Google Order flow and read visible pickup/delivery providers."
"macu-tw-114","台中昌平店","中部","台中市","北屯區","台中市北屯區昌平路一段107-7號1樓","04-2245-1717","confirmed","confirmed","true","true","","Uber Eats","LINE、Uber Eats、食在麻吉 eathere","Uber Eats","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A+%E5%8F%B0%E4%B8%AD%E6%98%8C%E5%B9%B3%E5%BA%97+%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E6%98%8C%E5%B9%B3%E8%B7%AF%E4%B8%80%E6%AE%B5107-7%E8%99%9F1%E6%A8%93&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEl0c0xlcS05bVlPaXVvYWtVbmhicjdSOEU0UkVVWXhiNk1Xc2hQa2dRQk4tSzRYbHZLWTFoY3JMSmlfaVJod1dtaWRHb2pGblUxOHM5VGNKeUZHX3V0ZkdUU0pyVjBkTnFWcGViM2k5U2VsTnFBZ3pVEhc4OUJnYXQ2aFBLR092cjBQX2YzZjBRSRoiQURzcjlmU3NjQ1hucEhMOUNhdUpvenVkQXhEM2x2NUM5ZxIEODEyNBoBMyoAMAA4AUAAGCogtPW4ugY6AEoCEAE","https://www.google.com/search?q=%E9%BA%BB%E5%8F%A4%E8%8C%B6%E5%9D%8A+%E5%8F%B0%E4%B8%AD%E6%98%8C%E5%B9%B3%E5%BA%97+%E5%8F%B0%E4%B8%AD%E5%B8%82%E5%8C%97%E5%B1%AF%E5%8D%80%E6%98%8C%E5%B9%B3%E8%B7%AF%E4%B8%80%E6%AE%B5107-7%E8%99%9F1%E6%A8%93&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FKaVQ0dEl0c0xlcS05bVlPaXVvYWtVbmhicjdSOEU0UkVVWXhiNk1Xc2hQa2dRQk4tSzRYbHZLWTFoY3JMSmlfaVJod1dtaWRHb2pGblUxOHM5VGNKeUZHX3V0ZkdUU0pyVjBkTnFWcGViM2k5U2VsTnFBZ3pVEhc4OUJnYXQ2aFBLR092cjBQX2YzZjBRSRoiQURzcjlmU3NjQ1hucEhMOUNhdUpvenVkQXhEM2x2NUM5ZxIEODEyNBoBMyoAMAA4AUAAGCogtPW4ugY6AEoCEAE","Playwright batch opened Google Order flow and read visible pickup/delivery providers."
