storeId,storeName,regionGroup,city,district,address,phone,gmbStatus,gmbOrderingStatus,systems,gmbProviders,gmbOrderLinks,gmbUrl,manualReviewReason
pbcafe-011,彼得好咖啡 內湖行善店,北部,台北市,內湖區,臺北市內湖區湖元里行善路64號,02 8792 0056,confirmed,confirmed,foodpanda,foodpanda,foodpanda: https://www.foodpanda.com.tw/food-ordering?c=tw&s=s&vc=xuhk&adj_t=1naixy2v_1nsybtos&adj_campaign=google_reserve_place_order_action_CH-SEO_&adj_deep_link=foodpanda%3A%2F%2F%3Fc%3Dtw%26s%3Ds%26vc%3Dxuhk&adj_fallback=https://foodpanda.com.tw/restaurant/xuhk/bi-de-hao-ka-pei-nei-hu-xing-shan-dian-xuhk?utm_campaign=google_reserve_place_order_action_CH-SEO_&adj_redirect_macos=https://foodpanda.com.tw/restaurant/xuhk/bi-de-hao-ka-pei-nei-hu-xing-shan-dian-xuhk?utm_campaign=google_reserve_place_order_action_CH-SEO_,"https://www.google.com/maps/place/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1+%E5%85%A7%E6%B9%96%E8%A1%8C%E5%96%84%E5%BA%97/@25.057051,121.5716642,17z/data=!3m1!4b1!4m14!1m7!3m6!1s0x3442abb7b4c44077:0x42924eebf85988f!2z5b285b6X5aW95ZKW5ZWhIOWFp-a5luihjOWWhOW6lw!8m2!3d25.0570511!4d121.5762723!16s%2Fg%2F11lkx2d1k_!3m5!1s0x3442abb7b4c44077:0x42924eebf85988f!8m2!3d25.0570511!4d121.5762723!16s%2Fg%2F11lkx2d1k_?hl=zh-TW&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D",
pbcafe-012,彼得好咖啡 古亭店,北部,台北市,中正區,臺北市中正區板溪里羅斯福路二段132號,02 2368 7557,confirmed,confirmed,"Uber Eats, foodpanda","Uber Eats, foodpanda","Uber Eats: https://www.ubereats.com/tw/store/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1-%E5%8F%A4%E4%BA%AD%E5%BA%97/mGp3FwuDQACqRsnuAH4xqw?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas&rwg_token=AFd1xnFD2H3_OE4coKIwwVI0ZR0p6taAj5HM9XYSgX81-D-F_ieH70dltXJRofmk0lplqzKAbhP4hMbFJwPvf0BOEHYuEYouOQ%3D%3D, foodpanda: https://www.foodpanda.com.tw/food-ordering?c=tw&s=s&vc=ku4m&adj_t=1naixy2v_1nsybtos&adj_campaign=google_reserve_place_order_action_CH-SEO_&adj_deep_link=foodpanda%3A%2F%2F%3Fc%3Dtw%26s%3Ds%26vc%3Dku4m&adj_fallback=https://foodpanda.com.tw/restaurant/ku4m/bi-de-hao-ka-pei-tai-bei-gu-ting-dian?utm_campaign=google_reserve_place_order_action_CH-SEO_&adj_redirect_macos=https://foodpanda.com.tw/restaurant/ku4m/bi-de-hao-ka-pei-tai-bei-gu-ting-dian?utm_campaign=google_reserve_place_order_action_CH-SEO_","https://www.google.com/maps/place/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1+%E5%8F%A4%E4%BA%AD%E5%BA%97/@25.0260669,121.518289,17z/data=!3m1!4b1!4m14!1m7!3m6!1s0x3442a97deb41d48f:0xe6aad626f4dacdc9!2z5b285b6X5aW95ZKW5ZWhIOWPpOS6reW6lw!8m2!3d25.026067!4d121.5228971!16s%2Fg%2F11g10jqshy!3m5!1s0x3442a97deb41d48f:0xe6aad626f4dacdc9!8m2!3d25.026067!4d121.5228971!16s%2Fg%2F11g10jqshy?hl=zh-TW&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D",
pbcafe-013,彼得好咖啡 南門店,北部,台北市,中正區,臺北市中正區龍福里羅斯福路一段24號,02 2356 0232,confirmed,confirmed,"Uber Eats, foodpanda","Uber Eats, foodpanda","Uber Eats: https://www.ubereats.com/tw/store/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1-%E5%8D%97%E9%96%80%E5%BA%97/eMu1QiCTS3ODR8ti6ugc6Q?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas&rwg_token=AFd1xnEFsxMp4_zVStVzqw-_g-6H00qNz6rEN8csoeXRgH2u0nU14g1y8AeQyM-jpa4dA75Qt_rkOup-r4eNMggWgaLpMJXjIQ%3D%3D, foodpanda: https://www.foodpanda.com.tw/food-ordering?c=tw&s=s&vc=f7j2&adj_t=1naixy2v_1nsybtos&adj_campaign=google_reserve_place_order_action_CH-SEO_&adj_deep_link=foodpanda%3A%2F%2F%3Fc%3Dtw%26s%3Ds%26vc%3Df7j2&adj_fallback=https://foodpanda.com.tw/restaurant/f7j2/bi-de-hao-ka-pei-tai-bei-nan-men-dian-f7j2?utm_campaign=google_reserve_place_order_action_CH-SEO_&adj_redirect_macos=https://foodpanda.com.tw/restaurant/f7j2/bi-de-hao-ka-pei-tai-bei-nan-men-dian-f7j2?utm_campaign=google_reserve_place_order_action_CH-SEO_","https://www.google.com/maps/place/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1%EF%BC%88%E5%8D%97%E9%96%80%E5%BA%97%EF%BC%89Peter+Better+Cafe/@25.0317266,121.5187283,17z/data=!3m1!4b1!4m6!3m5!1s0x3442a959e696b585:0x51a36d2285aa2b6a!8m2!3d25.0317266!4d121.5187283!16s%2Fg%2F11fp7gblf8?hl=zh-TW&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D",
pbcafe-014,彼得好咖啡 內科洲子店,北部,台北市,內湖區,臺北市內湖區港墘里洲子街50號,02 2659 1699,confirmed,confirmed,"Uber Eats, foodpanda","Uber Eats, foodpanda","Uber Eats: https://www.ubereats.com/tw/store/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1-%E5%85%A7%E7%A7%91%E6%B4%B2%E5%AD%90%E5%BA%97/FAffGg1FSXmfeiuE4mjqgA?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas&rwg_token=AFd1xnEWI7KF9YcZMhho0CsV8OWYsfrjd35Y1cDdbL-8VsPnnGR9fGqvuDZy5Nt-Jx6Uk9d7Jbsb8U8fN5shZoS0ofE485fHmA%3D%3D, foodpanda: https://www.foodpanda.com.tw/food-ordering?c=tw&s=s&vc=zk9w&adj_t=1naixy2v_1nsybtos&adj_campaign=google_reserve_place_order_action_CH-SEO_&adj_deep_link=foodpanda%3A%2F%2F%3Fc%3Dtw%26s%3Ds%26vc%3Dzk9w&adj_fallback=https://foodpanda.com.tw/restaurant/zk9w/bi-de-hao-ka-pei-nei-hu-zhou-zi-dian-zk9w?utm_campaign=google_reserve_place_order_action_CH-SEO_&adj_redirect_macos=https://foodpanda.com.tw/restaurant/zk9w/bi-de-hao-ka-pei-nei-hu-zhou-zi-dian-zk9w?utm_campaign=google_reserve_place_order_action_CH-SEO_","https://www.google.com/maps/place/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1+%E5%85%A7%E7%A7%91%E6%B4%B2%E5%AD%90%E5%BA%97/@25.0790062,121.5685748,17z/data=!3m1!4b1!4m14!1m7!3m6!1s0x3442adbc2250e323:0x40eeaf1d23f86f8b!2z5b285b6X5aW95ZKW5ZWhIOWFp-enkea0suWtkOW6lw!8m2!3d25.0790063!4d121.5731829!16s%2Fg%2F11pkcfg61m!3m5!1s0x3442adbc2250e323:0x40eeaf1d23f86f8b!8m2!3d25.0790063!4d121.5731829!16s%2Fg%2F11pkcfg61m?hl=zh-TW&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D",
pbcafe-015,彼得好咖啡 北投店,北部,台北市,北投區,臺北市北投區大同里大業路530號,02 2897 0578,confirmed,confirmed,Uber Eats,Uber Eats,Uber Eats: https://www.ubereats.com/tw/store/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1-%E5%8C%97%E6%8A%95%E5%BA%97/y6IhmNwUUf2GiMozi8FKXw?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas&rwg_token=AFd1xnFJTX0CRslcTeawkFoL6wmljxKWD10BndjmYXNnc924ZDj96jxq1ANvTAy71VZQrKRrrDZAWbzjjl8A6r4pAgoVxV_HrQ%3D%3D,"https://www.google.com/maps/place/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1+%E5%8C%97%E6%8A%95%E5%BA%97/@25.1345249,121.4922197,17z/data=!3m1!4b1!4m14!1m7!3m6!1s0x3442af001d1e2b6d:0x696271440d2fa629!2z5b285b6X5aW95ZKW5ZWhIOWMl-aKleW6lw!8m2!3d25.134525!4d121.4968278!16s%2Fg%2F11wfjw_f7b!3m5!1s0x3442af001d1e2b6d:0x696271440d2fa629!8m2!3d25.134525!4d121.4968278!16s%2Fg%2F11wfjw_f7b?hl=zh-TW&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D",
pbcafe-016,彼得好咖啡 市府松菸店,北部,台北市,信義區,臺北市信義區新仁里基隆路一段188號,02 2746 5357,confirmed,confirmed,"Uber Eats, foodpanda","Uber Eats, foodpanda","Uber Eats: https://www.ubereats.com/tw/store/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1-%E5%B8%82%E5%BA%9C%E6%9D%BE%E8%8F%B8%E5%BA%97/Wx_BH68rQhGMBMzo1UOOCA?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas&rwg_token=AFd1xnFZirnIsxMJXd-ipxf1nTE-8XMnmie5MqbwSrC4yZNMbdD67icAEoIRKjsjpcteXVE-Sc17keOUslToBeHSRTQgDn2DvQ%3D%3D, foodpanda: https://www.foodpanda.com.tw/food-ordering?c=tw&s=s&vc=xphi&adj_t=1naixy2v_1nsybtos&adj_campaign=google_reserve_place_order_action_CH-SEO_&adj_deep_link=foodpanda%3A%2F%2F%3Fc%3Dtw%26s%3Ds%26vc%3Dxphi&adj_fallback=https://foodpanda.com.tw/restaurant/xphi/bi-de-hao-ka-pei-shi-fu-song-yan-dian-xphi?utm_campaign=google_reserve_place_order_action_CH-SEO_&adj_redirect_macos=https://foodpanda.com.tw/restaurant/xphi/bi-de-hao-ka-pei-shi-fu-song-yan-dian-xphi?utm_campaign=google_reserve_place_order_action_CH-SEO_","https://www.google.com/maps/place/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1%E5%B8%82%E5%BA%9C%E6%9D%BE%E8%8F%B8%E5%BA%97/@25.0420694,121.5647594,17z/data=!3m1!4b1!4m6!3m5!1s0x3442ab32ac435e9b:0xdd323b2707de3ffa!8m2!3d25.0420694!4d121.5647594!16s%2Fg%2F11g047tmnk?hl=zh-TW&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D",
pbcafe-017,彼得好咖啡 敦南店,北部,台北市,大安區,臺北市大安區義安里敦化南路二段103巷八號,02 2701 2221,confirmed,no_gmb_order_button,,,,"https://www.google.com/maps/place/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1+%E6%95%A6%E5%8D%97%E5%BA%97/@25.0285537,121.5449846,17z/data=!3m1!4b1!4m14!1m7!3m6!1s0x3442abb25da72843:0x43e96b4c8f0c3c2c!2z5b285b6X5aW95ZKW5ZWhIOaVpuWNl-W6lw!8m2!3d25.0285538!4d121.5495927!16s%2Fg%2F11swk2kj12!3m5!1s0x3442abb25da72843:0x43e96b4c8f0c3c2c!8m2!3d25.0285538!4d121.5495927!16s%2Fg%2F11swk2kj12?hl=zh-TW&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D",Google Maps list and stored profile recheck did not show an online-order entry in this bounded scan.
pbcafe-018,彼得好咖啡 世貿店,北部,台北市,信義區,臺北市信義區基隆路二段51號1樓,02 2732 5200,confirmed,confirmed,"Uber Eats, foodpanda","Uber Eats, foodpanda","Uber Eats: https://www.ubereats.com/tw/store/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1-%E4%B8%96%E8%B2%BF%E5%BA%97/m81-WfRkSPWKatC9rmSs5w?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas&rwg_token=AFd1xnE8BfodHcRG4jkFT3O5I1qZPBi-wu_4x9EWfijWvRuM3ILJRhUX-oPXYJVqspcxwCg7BngrH3LV0PuSUsoEHPmVn-GDMg%3D%3D, foodpanda: https://www.foodpanda.com.tw/food-ordering?c=tw&s=s&vc=joot&adj_t=1naixy2v_1nsybtos&adj_campaign=google_reserve_place_order_action_CH-SEO_&adj_deep_link=foodpanda%3A%2F%2F%3Fc%3Dtw%26s%3Ds%26vc%3Djoot&adj_fallback=https://foodpanda.com.tw/restaurant/joot/bi-de-hao-ka-pei-tai-bei-shi-mao-dian-joot?utm_campaign=google_reserve_place_order_action_CH-SEO_&adj_redirect_macos=https://foodpanda.com.tw/restaurant/joot/bi-de-hao-ka-pei-tai-bei-shi-mao-dian-joot?utm_campaign=google_reserve_place_order_action_CH-SEO_","https://www.google.com/maps/place/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1+%E4%B8%96%E8%B2%BF%E5%BA%97+Peter+Better+cafe/@25.0309208,121.5538836,17z/data=!3m1!4b1!4m14!1m7!3m6!1s0x3442ab9611de0b4d:0x7153e56a700cc344!2z5b285b6X5aW95ZKW5ZWhIOS4luiyv-W6lyBQZXRlciBCZXR0ZXIgY2FmZQ!8m2!3d25.0309209!4d121.5584917!16s%2Fg%2F11hz1q_qch!3m5!1s0x3442ab9611de0b4d:0x7153e56a700cc344!8m2!3d25.0309209!4d121.5584917!16s%2Fg%2F11hz1q_qch?hl=zh-TW&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D",
pbcafe-019,彼得好咖啡 三重三和店,北部,新北市,三重區,新北市三重區奕壽里仁愛街6號,02 2973 1700,confirmed,confirmed,"Uber Eats, foodpanda","Uber Eats, foodpanda","Uber Eats: https://www.ubereats.com/tw/store/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1-%E4%B8%89%E9%87%8D%E5%BA%97/sGUQsN_HRKKdfYZYMPBeoQ?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas&rwg_token=AFd1xnFbZRX9r1vG_M6p4jPY1I_0em8VhsmfJC-cnnu5wrPGNjq4zerzHtJXcENnGMBR2M-UJohdmdealUGJ8PHjT4A1FTfBvg%3D%3D, foodpanda: https://www.foodpanda.com.tw/food-ordering?c=tw&s=s&vc=zvow&adj_t=1naixy2v_1nsybtos&adj_campaign=google_reserve_place_order_action_CH-SEO_&adj_deep_link=foodpanda%3A%2F%2F%3Fc%3Dtw%26s%3Ds%26vc%3Dzvow&adj_fallback=https://foodpanda.com.tw/restaurant/zvow/bi-de-hao-ka-pei-san-zhong-san-he-dian?utm_campaign=google_reserve_place_order_action_CH-SEO_&adj_redirect_macos=https://foodpanda.com.tw/restaurant/zvow/bi-de-hao-ka-pei-san-zhong-san-he-dian?utm_campaign=google_reserve_place_order_action_CH-SEO_","https://www.google.com/maps/place/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1+%E4%B8%89%E9%87%8D%E4%B8%89%E5%92%8C%E5%BA%97/@25.0709558,121.492144,17z/data=!3m1!4b1!4m14!1m7!3m6!1s0x3442a9a1d7c32d1d:0xf34c3cfb5edb1f31!2z5b285b6X5aW95ZKW5ZWhIOS4iemHjeS4ieWSjOW6lw!8m2!3d25.0709559!4d121.4967521!16s%2Fg%2F11fj05zhwp!3m5!1s0x3442a9a1d7c32d1d:0xf34c3cfb5edb1f31!8m2!3d25.0709559!4d121.4967521!16s%2Fg%2F11fj05zhwp?hl=zh-TW&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D",
pbcafe-020,彼得好咖啡 永安店,北部,新北市,中和區,新北市中和區中安里中和路400巷14弄1號,02 2922 2220,confirmed,confirmed,"Uber Eats, foodpanda","Uber Eats, foodpanda","Uber Eats: https://www.ubereats.com/tw/store/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1-%E6%B0%B8%E5%AE%89%E9%96%80%E5%B8%82/0wJ86eRTXQ-ed8A8j9bANQ?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas&rwg_token=AFd1xnGy-re_-2q17uGI_FJWZm58gbJjA9emTfu4rjvzq1J_Es-baEq3_E1fKcbAwoKSTaxfw4aHxpppc1Tq6-Mg9TaFENCmsw%3D%3D, foodpanda: https://www.foodpanda.com.tw/food-ordering?c=tw&s=s&vc=h1ni&adj_t=1naixy2v_1nsybtos&adj_campaign=google_reserve_place_order_action_CH-SEO_&adj_deep_link=foodpanda%3A%2F%2F%3Fc%3Dtw%26s%3Ds%26vc%3Dh1ni&adj_fallback=https://foodpanda.com.tw/restaurant/h1ni/bi-de-hao-ka-pei-zhong-he-yong-an-dian?utm_campaign=google_reserve_place_order_action_CH-SEO_&adj_redirect_macos=https://foodpanda.com.tw/restaurant/h1ni/bi-de-hao-ka-pei-zhong-he-yong-an-dian?utm_campaign=google_reserve_place_order_action_CH-SEO_","https://www.google.com/maps/place/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1+%E6%B0%B8%E5%AE%89%E5%BA%97/@25.0021103,121.5071163,17z/data=!3m1!4b1!4m14!1m7!3m6!1s0x3442a9ed4841a567:0x1cc7f5cc2c56cc72!2z5b285b6X5aW95ZKW5ZWhIOawuOWuieW6lw!8m2!3d25.0021104!4d121.5117244!16s%2Fg%2F11vbwwny6d!3m5!1s0x3442a9ed4841a567:0x1cc7f5cc2c56cc72!8m2!3d25.0021104!4d121.5117244!16s%2Fg%2F11vbwwny6d?hl=zh-TW&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D",
pbcafe-021,彼得好咖啡 金門街店,北部,台北市,板橋區,臺北市中正區頂東里金門街1巷1號,02 2365 5991,confirmed,no_gmb_order_button,,,,"https://www.google.com/maps/place/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1+%E9%87%91%E9%96%80%E8%A1%97%E5%BA%97/@25.0231747,121.5203535,17z/data=!3m1!4b1!4m14!1m7!3m6!1s0x3442a93f4b1c417f:0x2c00e8c2d77d76c7!2z5b285b6X5aW95ZKW5ZWhIOmHkemWgOihl-W6lw!8m2!3d25.0231748!4d121.5249616!16s%2Fg%2F11p5rdq13h!3m5!1s0x3442a93f4b1c417f:0x2c00e8c2d77d76c7!8m2!3d25.0231748!4d121.5249616!16s%2Fg%2F11p5rdq13h?hl=zh-TW&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D",Google Maps list and stored profile recheck did not show an online-order entry in this bounded scan.
pbcafe-022,彼得好咖啡 板橋文化店,北部,新北市,板橋區,新北市板橋區介壽街2號,,confirmed,confirmed,"LINE, Uber Eats","LINE, Uber Eats","Instagram: https://instagram.com/peterbetter_wenhua?igshid=NTc4MTIwNjQ2YQ==, LINE: https://page.line.me/489twnrn, Uber Eats: https://www.ubereats.com/tw/store/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1-%E6%9D%BF%E6%A9%8B%E6%96%87%E5%8C%96%E5%BA%97/eIHzP6XIXkGhQ-CR14sXmA?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas&rwg_token=AFd1xnGWBKh1n3KpF0b9BUeJd2HBDwV9LH1L9tQNFH8PvTIt005iGG4Rp4brEb1ayvlJKU1MLmvDr-FeBpz0A743akOC7oSaBA%3D%3D","https://www.google.com/maps/search/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1+%E6%9D%BF%E6%A9%8B%E6%96%87%E5%8C%96%E5%BA%97/@25.0217248,121.4662029,18z/data=!3m1!4b1?hl=zh-TW&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D",
pbcafe-023,彼得好咖啡 新莊輔大店,北部,新北市,新莊區,新北市新莊區福營里福營路183號1 樓,02 2908 0158,confirmed,confirmed,"Uber Eats, foodpanda","Uber Eats, foodpanda","Uber Eats: https://www.ubereats.com/tw/store/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1-%E8%BC%94%E5%A4%A7%E9%96%80%E5%B8%82/sajHgjhnWCSLopYrms_Jjg?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas&rwg_token=AFd1xnH1qmX8I5sQPRX7Oh0lZiYiDSVDbw2drPBuJvEgEWVMUuVWTi_u5DqIPj_05wTRK6sIBB-3UurW5IEswgXnk4etW8As2Q%3D%3D, foodpanda: https://www.foodpanda.com.tw/food-ordering?c=tw&s=s&vc=s3l8&adj_t=1naixy2v_1nsybtos&adj_campaign=google_reserve_place_order_action_CH-SEO_&adj_deep_link=foodpanda%3A%2F%2F%3Fc%3Dtw%26s%3Ds%26vc%3Ds3l8&adj_fallback=https://foodpanda.com.tw/restaurant/s3l8/bi-de-hao-ka-pei-xin-zhuang-fu-da-dian?utm_campaign=google_reserve_place_order_action_CH-SEO_&adj_redirect_macos=https://foodpanda.com.tw/restaurant/s3l8/bi-de-hao-ka-pei-xin-zhuang-fu-da-dian?utm_campaign=google_reserve_place_order_action_CH-SEO_","https://www.google.com/maps/place/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1+%E6%96%B0%E8%8E%8A%E8%BC%94%E5%A4%A7%E5%BA%97/@25.0308152,121.4269601,17z/data=!3m1!4b1!4m14!1m7!3m6!1s0x3442a70048336455:0xcf6bed5e917b3781!2z5b285b6X5aW95ZKW5ZWhIOaWsOiOiui8lOWkp-W6lw!8m2!3d25.0308153!4d121.4315682!16s%2Fg%2F11x8rhd94g!3m5!1s0x3442a70048336455:0xcf6bed5e917b3781!8m2!3d25.0308153!4d121.4315682!16s%2Fg%2F11x8rhd94g?hl=zh-TW&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D",
pbcafe-024,彼得好咖啡 板橋忠孝店,北部,新北市,板橋區,新北市板橋區福星里忠孝路52號,02 2958 0223,confirmed,no_gmb_order_button,,,,"https://www.google.com/maps/place/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1+%E6%9D%BF%E6%A9%8B%E5%BF%A0%E5%AD%9D%E5%BA%97/@25.0019003,121.4562582,17z/data=!3m2!4b1!5s0x346802a4396e856d:0x2932c0afd04e4eef!4m14!1m7!3m6!1s0x3468032a4a639ed7:0xb1f158c231c4fcd0!2z5b285b6X5aW95ZKW5ZWhIOadv-api-W_oOWtneW6lw!8m2!3d25.0019004!4d121.4608663!16s%2Fg%2F11xgv1fwyf!3m5!1s0x3468032a4a639ed7:0xb1f158c231c4fcd0!8m2!3d25.0019004!4d121.4608663!16s%2Fg%2F11xgv1fwyf?hl=zh-TW&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D",Google Maps list and stored profile recheck did not show an online-order entry in this bounded scan.
pbcafe-025,彼得好咖啡 板橋新埔店,北部,新北市,板橋區,新北市板橋區陽明里自由路37號,02 8259 6259,confirmed,confirmed,"Uber Eats, foodpanda","Uber Eats, foodpanda","Uber Eats: https://www.ubereats.com/tw/store/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1-%E6%9D%BF%E6%A9%8B%E5%BA%97/lncrBSy8QnqbOdD64AfW_g?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas&rwg_token=AFd1xnH8EshKmZnMAgy8o7ModbcYadsiaYDpEGi8cwaECdRMT8nX5tE_fJlNkCx0rxzNVInkJ7M1CI9HwftBaFyEEtGe1UBYLw%3D%3D, foodpanda: https://www.foodpanda.com.tw/food-ordering?c=tw&s=s&vc=eln0&adj_t=1naixy2v_1nsybtos&adj_campaign=google_reserve_place_order_action_CH-SEO_&adj_deep_link=foodpanda%3A%2F%2F%3Fc%3Dtw%26s%3Ds%26vc%3Deln0&adj_fallback=https://foodpanda.com.tw/restaurant/eln0/bi-de-hao-ka-pei-ban-qiao-xin-bu-dian-eln0?utm_campaign=google_reserve_place_order_action_CH-SEO_&adj_redirect_macos=https://foodpanda.com.tw/restaurant/eln0/bi-de-hao-ka-pei-ban-qiao-xin-bu-dian-eln0?utm_campaign=google_reserve_place_order_action_CH-SEO_","https://www.google.com/maps/place/%E5%BD%BC%E5%BE%97%E5%A5%BD%E5%92%96%E5%95%A1+%E6%9D%BF%E6%A9%8B%E6%96%B0%E5%9F%94%E5%BA%97/@25.0231925,121.4608712,17z/data=!3m1!4b1!4m14!1m7!3m6!1s0x3442a8142aefe643:0xf8a1cb37f1f26efa!2z5b285b6X5aW95ZKW5ZWhIOadv-api-aWsOWflOW6lw!8m2!3d25.0231926!4d121.4654793!16s%2Fg%2F1tf55ky_!3m5!1s0x3442a8142aefe643:0xf8a1cb37f1f26efa!8m2!3d25.0231926!4d121.4654793!16s%2Fg%2F1tf55ky_?hl=zh-TW&entry=ttu&g_ep=EgoyMDI2MDYxMy4wIKXMDSoASAFQAw%3D%3D",
