storeId,storeName,regionGroup,city,district,address,phone,hours,gmbStatus,gmbOrderingStatus,hasAnyOrderingSystem,hasGmbOrderingSystem,allSourceSystems,gmbSystems,officialSourceUrl,officialStoreUrl,gmbUrl,evidenceLinks,manualReviewReason
daming-006,宜蘭羅東店,北部,宜蘭縣,羅東鎮,宜蘭縣羅東鎮中山路三段262號,03-9577311,12:00~20:30,confirmed,confirmed,True,True,Nidin、Uber Eats、foodpanda,Uber Eats、foodpanda,https://www.damingtea.com.tw/stores/,,https://share.google/9VRbpuRteU9643co2,https://order.nidin.shop/menu/23554 | https://reurl.cc/yOm06a | https://www.google.com/search?q=%E5%A4%A7%E8%8C%97%E6%9C%AC%E4%BD%8D%E8%A3%BD%E8%8C%B6%E5%A0%82+%E5%AE%9C%E8%98%AD%E7%BE%85%E6%9D%B1%E5%BA%97+%E5%AE%9C%E8%98%AD%E7%B8%A3%E7%BE%85%E6%9D%B1%E9%8E%AE%E4%B8%AD%E5%B1%B1%E8%B7%AF%E4%B8%89%E6%AE%B5262%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FNbjMteVI0d213M2UwdnpGcjFiTm16Y1U1VWhWdlE3U3k4aEVMcmVyLVZEQVhZVl9ZZ3BSOFVkV3N0QUU4RDlFd2hyT1N3ck5aVzE2VDJ4V0ZHSTVwTnBXRVhWZEYtNWRDLW84QnhJZkdjUUFVRnQ1RkpRM1NZEhc1TDRjYXNPVENPbmgxZThQNnN2bjJBdxoiQUpLTEZtSWFDaUltcmJ4b1R5RnhoWENIeEExWXFUMVN1ZxIEODEyNBoBMyoAMAA4AUAAGCogsK7LOEoCEAE,Human-paced Google Order re-check opened the blue order flow and read providers.
daming-030,三重自強店,北部,新北市,三重區,新北市三重區自強路一段30號,02-29702988,10:30~22:00,confirmed,confirmed,True,True,Nidin、Uber Eats、foodpanda,Uber Eats、foodpanda,https://www.damingtea.com.tw/stores/,,"https://www.google.com/maps/place/%E5%A4%A7%E8%8C%97%E6%9C%AC%E4%BD%8D%E8%A3%BD%E8%8C%B6%E5%A0%82-%E4%B8%89%E9%87%8D%E8%87%AA%E5%BC%B7%E5%BA%97/@25.0915564,121.407274,12z/data=!4m6!3m5!1s0x3442a993d71bb511:0xb70707c5686a77b2!8m2!3d25.0678988!4d121.4985764!16s%2Fg%2F11wftk71lj?entry=ttu&g_ep=EgoyMDI0MTAxNS4wIKXMDSoASAFQAw%3D%3D","https://order.nidin.shop/menu/21138 | https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3ZnRrNzFsahgBOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=4fYaarLCEeTc1e8PlLiY-QU&ei=4fYaarLCEeTc1e8PlLiY-QU&fo_s=OA,SOE&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp | https://www.ubereats.com/tw/store/%E5%A4%A7%E8%8C%97%E6%9C%AC%E4%BD%8D%E8%A3%BD%E8%8C%B6%E5%A0%82-%E4%B8%89%E9%87%8D%E8%87%AA%E5%BC%B7%E5%BA%97/4JuUunC6WQehulaaCHY6Pg?srsltid=AfmBOoq7Pk4vxY7KDo5KlZwvFsArgc3f1wF-FVyqWu6BrRSXP5vSDbqH","Stored Google Order panel re-check read visible, clickable providers by mode."
daming-027,土城裕民店,北部,新北市,土城區,新北市土城區裕民路84號,02-22600533,10:30~21:30,confirmed,confirmed,True,True,Nidin、Uber Eats,Uber Eats,https://www.damingtea.com.tw/stores/,,https://maps.app.goo.gl/SfXwp5UFRuLnWALR8,"https://order.nidin.shop/menu/18457 | https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2c2JnajFiMhgBOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=7vYaapWiMc6Qvr0Pye-c0A8&ei=7vYaapWiMc6Qvr0Pye-c0A8&fo_s=OA,SOE&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp | https://www.ubereats.com/tw/store/%E5%A4%A7%E8%8C%97%E6%9C%AC%E4%BD%8D%E8%A3%BD%E8%8C%B6%E5%A0%82-%E5%9C%9F%E5%9F%8E%E8%A3%95%E6%B0%91%E5%BA%97/WGu6qI7HUjK9or45Veh0_g?srsltid=AfmBOor64iJ3Q_A1-NYltaupH5v45Bh6_R-ZIe-4iYzfkamtlZkXrBwP","Stored Google Order panel re-check read visible, clickable providers by mode."
daming-028,新莊幸福店,北部,新北市,新莊區,新北市新莊區幸福路838號,02-29978585,10:00~21:00,confirmed,confirmed,True,True,Nidin、Uber Eats,Uber Eats,https://www.damingtea.com.tw/stores/,,https://maps.app.goo.gl/Q2sZcxon4fRMDpDg9,"https://order.nidin.shop/menu/15916 | https://reurl.cc/A22Dd8 | https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFrcWptajRqYxgBOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=_PYaarvJDajavr0P_JSvoAM&ei=_PYaarvJDajavr0P_JSvoAM&fo_s=OA,SOE&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Stored Google Order panel re-check read visible, clickable providers by mode."
daming-017,板橋府中店,北部,新北市,板橋區,新北市板橋區重慶路33號,02-29592828,11:00~21:00,confirmed,confirmed,True,True,Nidin、Uber Eats、外送平台（待確認）,Uber Eats,https://www.damingtea.com.tw/stores/,,https://share.google/6hKD5ALlFfHUOTnts,"https://order.nidin.shop/menu/23746 | https://reurl.cc/R2k80Z | https://www.google.com/search?sca_esv=e42243e293ad428e&sxsrf=ANbL-n6omaeCVJ7cveXw8CT3_DPalIR1GQ:1777015689741&kgmid=/g/11xdtfkyp3&q=%E5%A4%A7%E8%8C%97%E6%9C%AC%E4%BD%8D%E8%A3%BD%E8%8C%B6%E5%A0%82-%E6%9D%BF%E6%A9%8B%E5%BA%9C%E4%B8%AD%E5%BA%97&shem=dlvs1&shndl=30&source=sh/x/loc/uni/m1/1&kgs=d700db1d0badff84&utm_source=dlvs1,sh/x/loc/uni/m1/1#sv=CAESzQEKuQEStgEKd0FNbjMteVQ5Y2NSb0o0cl9hTWVxcHRXMUZGRWlURmhpY29LWklNdmdVRkFodFhPWFlpLVJXWnkwSVVfcmZCNU1MOV9MN0ZzbWNmZko2V09HclZYMW93dE1rV01MZEdZcW1uTWlaMTdNNnU0d3UwNjNmVFZZeE5rEhdkUkliYXVyOEZPM2UxZThQaHVPNnVRRRoiQUpLTEZtSU4xaTlLWXNZZ1NiekpHblhZZmY5TlZta3NHdxIEODEyNBoBMyoAMAA4AUAAGCog67P2tQE6AEoCEAE","Stored Google Order panel re-check read visible, clickable providers by mode. Re-check was blocked by Google on 2026-06-01; preserved prior Google Order evidence/status instead of downgrading."
daming-018,淡水英專店,北部,新北市,淡水區,新北市淡水區英專路19號,02-26281683,11:30~2030,confirmed,confirmed,True,True,Nidin、Uber Eats、foodpanda,Uber Eats、foodpanda,https://www.damingtea.com.tw/stores/,,https://maps.app.goo.gl/4u6nfYjQHMHWQTNK8,"https://order.nidin.shop/menu/19344 | https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2eHkweXhmXxgAOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=D_caaszvK7-5vr0P4cOviA0&ei=D_caaszvK7-5vr0P4cOviA0&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp | https://www.ubereats.com/tw/store/%E5%A4%A7%E8%8C%97%E6%9C%AC%E4%BD%8D%E8%A3%BD%E8%8C%B6%E5%A0%82-%E6%B7%A1%E6%B0%B4%E8%8B%B1%E5%B0%88%E5%BA%97/7pIEgEiqWtmHNTqMVuSwjQ?srsltid=AfmBOooeSgG_idNseXyrf2oXMXXvAfUEXN5PW8oXPVJogYbm7ehRgy5V","Stored Google Order panel re-check read visible, clickable providers by mode."
daming-029,蘆洲信義店,北部,新北市,蘆洲區,新北市蘆洲區信義路285號,0971-039999,11:00~22:00,confirmed,confirmed,True,True,Uber Eats、foodpanda,Uber Eats、foodpanda,https://www.damingtea.com.tw/stores/,,https://maps.app.goo.gl/b2zLMHvmz4rPcjAg8,"https://reurl.cc/OrrDr7 | https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5NDl5N2RoYhgBOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=G_caap7dKfLP1e8PkNCQqQc&ei=G_caap7dKfLP1e8PkNCQqQc&fo_s=OA,SOE&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp | https://www.ubereats.com/tw/store/%E5%A4%A7%E8%8C%97%E6%9C%AC%E4%BD%8D%E8%A3%BD%E8%8C%B6%E5%A0%82-%E8%98%86%E6%B4%B2%E4%BF%A1%E7%BE%A9%E5%BA%97/wtDel7PMUMCPgm2SdNpHyg?diningMode=DELIVERY&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVFOCU4NyVCQSVFNCVCOCVBRCVFNSU4NSVBQyVFNSU5QyU5MiUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUo1U1FXbTJzOWFUUVJPOUNSeVBCWFRoQSUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyNC4xNDQ4MTg1JTJDJTIybG9uZ2l0dWRlJTIyJTNBMTIwLjY4NDQ3NjIlN0Q%3D","Stored Google Order panel re-check read visible, clickable providers by mode."
daming-034,新竹城隍店,北部,新竹市,北區,新竹市北區中山路90號,03-5210021,10:00~22:00,confirmed,confirmed,True,True,Nidin、Uber Eats、foodpanda,Uber Eats、foodpanda,https://www.damingtea.com.tw/stores/,,https://g.co/kgs/J1pwF7g,https://order.nidin.shop/menu/21981 | https://www.google.com/search?sca_esv=b3de37e104a03232&sxsrf=ADLYWIKjAgG7CeyrHaXmnIX4y4Q9UfAahQ:1736909277746&kgmid=/g/11y9_vzl2q&q=%E5%A4%A7%E8%8C%97%E6%9C%AC%E4%BD%8D%E8%A3%BD%E8%8C%B6%E5%A0%82-%E6%96%B0%E7%AB%B9%E5%9F%8E%E9%9A%8D%E5%BA%97&shndl=30&shem=uaasie&source=sh/x/loc/uni/m1/1&kgs=e4b746daa2c85185#sv=CAESzQEKuQEStgEKd0FNbjMteVRTejFHTjllb0RPdGZqZlY4WnVkdU81VEdqcXhUNFdSMGNDQlpNbUx1a1NnQkVwc2tjWjlsdnNqWm5aNDFJTTdLSTcxQkZYZjdPZ1NPMXJIay1kcE1vaFZ6OVNoVmJsSzIyejZHUUlSaWZBaWlONkNFEhd3aEliYXNmQkE0VHQxZThQMHBISDRRRRoiQUpLTEZtTHp3SVg2TGU5LXU3c3ByWkd6SDI1WWhUTm4tURIEODEyNBoBMyoAMAA4AUAAGCog2dG_kQ46AEoCEAE | https://www.ubereats.com/tw/store/%E5%A4%A7%E8%8C%97%E6%9C%AC%E4%BD%8D%E8%A3%BD%E8%8C%B6%E5%A0%82-%E6%96%B0%E7%AB%B9%E5%9F%8E%E9%9A%8D%E5%BA%97/Uoeqkge9X8iCDpVnpcp42g,"Stored Google Order panel re-check read visible, clickable providers by mode."
daming-035,新竹民生店,北部,新竹市,東區,新竹市東區民生路258號,03-5333523,10:00~22:00,confirmed,confirmed,True,True,Nidin、Uber Eats、foodpanda,Uber Eats、foodpanda,https://www.damingtea.com.tw/stores/,,https://maps.app.goo.gl/dMviixokSRTdarZw5,"https://order.nidin.shop/menu/20445 | https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3YmRnYzNkORgBOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L_caatXjIJeMvr0P2_-1mQs&ei=L_caatXjIJeMvr0P2_-1mQs&fo_s=OA,SOE&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp | https://www.ubereats.com/tw/store/%E5%A4%A7%E8%8C%97%E6%9C%AC%E4%BD%8D%E8%A3%BD%E8%8C%B6%E5%A0%82-%E6%96%B0%E7%AB%B9%E6%B0%91%E7%94%9F%E5%BA%97/VxJwWJ5YVymz6jik2Xa-mg?diningMode=DELIVERY&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVFOCU4NyVCQSVFNCVCOCVBRCVFNSU4NSVBQyVFNSU5QyU5MiUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUo1U1FXbTJzOWFUUVJPOUNSeVBCWFRoQSUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyNC4xNDQ4MTg1JTJDJTIybG9uZ2l0dWRlJTIyJTNBMTIwLjY4NDQ3NjIlN0Q%3D","Stored Google Order panel re-check read visible, clickable providers by mode."
daming-037,新竹金山店,北部,新竹市,東區,新竹市東區金山十三街1號,03-6667886,11:00~20:30,confirmed,confirmed,True,True,Nidin、Uber Eats,Uber Eats,https://www.damingtea.com.tw/stores/,,https://maps.app.goo.gl/ayPcKBmZFX6dPEHn6,"https://order.nidin.shop/menu/18454 | https://reurl.cc/addzLl | https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2cWtfeGd4dBgBOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Pfcaao28A4uNvr0PpL6kgQg&ei=Pfcaao28A4uNvr0PpL6kgQg&fo_s=OA,SOE&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Stored Google Order panel re-check read visible, clickable providers by mode."
daming-036,新竹食品店,北部,新竹市,東區,新竹市東區食品路167號,03-5730586,10:00~21:00,confirmed,confirmed,True,True,Nidin、Uber Eats、foodpanda,Uber Eats、foodpanda,https://www.damingtea.com.tw/stores/,,https://maps.app.goo.gl/GZaXiF5AT9rnz3kK6,"https://order.nidin.shop/menu/17771 | https://reurl.cc/E66DRn | https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2ajk5cTJxZBgBOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=SvcaasTDHLGfvr0PhbvR2AU&ei=SvcaasTDHLGfvr0PhbvR2AU&fo_s=OA,SOE&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Stored Google Order panel re-check read visible, clickable providers by mode."
daming-005,中壢新明店,北部,桃園市,中壢區,桃園市中壢區新明路40號,03-4930518,10:00~21:30,confirmed,confirmed,True,True,Nidin、Uber Eats、foodpanda,Uber Eats、foodpanda,https://www.damingtea.com.tw/stores/,,https://share.google/IQq9wMPc2GohMgDDq,"https://order.nidin.shop/menu/26860 | https://reurl.cc/Q2WgXp | https://www.google.com/search?sca_esv=d525e7905da52187&sxsrf=ANbL-n5V50C8HPZKveuvv8hwvpnzDHCbWw:1774931034387&kgmid=/g/11mkd6r67f&q=%E5%A4%A7%E8%8C%97%E6%9C%AC%E4%BD%8D%E8%A3%BD%E8%8C%B6%E5%A0%82-%E4%B8%AD%E5%A3%A2%E6%96%B0%E6%98%8E%E5%BA%97&shem=dlvs1&shndl=30&source=sh/x/loc/uni/m1/1&kgs=be37bc6bce70553a&utm_source=dlvs1,sh/x/loc/uni/m1/1#sv=CAESzQEKuQEStgEKd0FNbjMteVJ6dFVfMncwenVpaXdJR3pia1BuRDNON1RwMXpLZFRXNmFqSnkzdHN1cEw3LUtlbU1QUmJNRW55cWswOHdOSXF2VnVndXdMMHJGaTluV2s5cGp5ODRoWnl1TllaZzRHajlOTVJNRzJrUHktYXpTV004EhdLaE1iYXRIVUlwYWp2cjBQOWN1dzZRSRoiQUpLTEZtSjNmNzUtTjdLVWxhLUFPaWNOWmlqcFBJbjl2dxIEODEyNBoBMyoAMAA4AUAAGCog0djXzgI6AEoCEAE","Stored Google Order panel re-check read visible, clickable providers by mode."
daming-009,內壢忠孝店,北部,桃園市,中壢區,桃園市中壢區忠孝路212號,03-4628896,10:00~22:00,confirmed,confirmed,True,True,Nidin、Uber Eats、foodpanda,Uber Eats、foodpanda,https://www.damingtea.com.tw/stores/,,https://share.google/Or11zl3xxirdxeENz,https://order.nidin.shop/menu/24367 | https://www.google.com/search?sca_esv=ab8db249d156b33c&sxsrf=AE3TifNys0j19l2QSTdCggUZKStuggpXkw%3A1754468216853&kgmid=%2Fg%2F11xkt1ysmp&q=%E5%A4%A7%E8%8C%97%E6%9C%AC%E4%BD%8D%E8%A3%BD%E8%8C%B6%E5%A0%82-%E5%85%A7%E5%A3%A2%E5%BF%A0%E5%AD%9D%E5%BA%97&shndl=30&shem=lcuae%2Clsptb1%2Csdl1pl%2Cuaasie&source=sh%2Fx%2Floc%2Funi%2Fm1%2F1&kgs=3cca1fb90576666a#sv=CAESzQEKuQEStgEKd0FNbjMteVE1WFJUamJBQmtrTDc3RUNzWm5TYlM3YVUzeWhwTG9uN0VQd2NoUkxDR1ZmUFlxN1Z1TFgwZHhjYmJfSC1VamdiRlZqU1hiREJuYjM3VFlqOWt1YkFJWGRxbFhTNDJMQndybElKUHVtWk9qb3BwS1NNEhdQQk1iYXZ1b0g4cTV2cjBQdGFudDBBTRoiQUpLTEZtTGtpYVN6UV9Tdkk1ZExJUnpZM0dQQ3FoUGtpURIEODEyNBoBMyoAMAA4AUAAGCog6by6hAk6AEoCEAE,"Stored Google Order panel re-check read visible, clickable providers by mode."
daming-014,桃園八德廣福店,北部,桃園市,八德區,桃園市八德區廣福路160號,03-3641600,10:00-22:00,confirmed,confirmed,True,True,Nidin、Uber Eats、foodpanda,Uber Eats、foodpanda,https://www.damingtea.com.tw/stores/,https://www.damingtea.com.tw/stores-detail/160__3/,https://share.google/jQxZxaWrm5Vp2T4M4,"https://order.nidin.shop/menu/27928 | https://www.google.com/search?sca_esv=e7687de8d1b3fbf8&sxsrf=ANbL-n6anCmRu60BmB-3BtuTYGtydfU5WA:1774930599530&kgmid=/g/11yxqbqnrx&q=%E5%A4%A7%E8%8C%97%E6%9C%AC%E4%BD%8D%E8%A3%BD%E8%8C%B6%E5%A0%82-%E5%85%AB%E5%BE%B7%E5%BB%A3%E7%A6%8F%E5%BA%97&shem=dlvs1&shndl=30&source=sh/x/loc/uni/m1/1&kgs=f48c03265d312a94&utm_source=dlvs1,sh/x/loc/uni/m1/1#sv=CAESzQEKuQEStgEKd0FNbjMteVMybmJvb0tqRFo2LXo3VktvRlNIZjkwZVBaMU4xd0FvZmVsYURObzU0eWJxdkNNWkx1TjRobUxuaDhZaFBtaVRBYUM3SFpIX0tRSnNocVdCQ3hmWWpBTmFRZ0RnVWt4YVhjUkhsaE5OdXpyN2prNC1FEhdJVDRiYXFUOUt0S2sxZThQbHRHQzJBWRoiQUpLTEZtTFhMTGowdy15Qmo5eFY2cWFxQmhwNFBNVG5zURIEODEyNBoBMyoAMAA4AUAAGCog4-qT_Ao6AEoCEAE","Stored Google Order panel re-check read visible, clickable providers by mode."
daming-031,桃園統領店,北部,桃園市,桃園區,桃園市桃園區中正路61號,03-3369900,11:00~21:30,confirmed,confirmed,True,True,Nidin,Nidin,https://www.damingtea.com.tw/stores/,,https://g.co/kgs/MGkYWzj,https://order.nidin.shop/menu/21054 | https://www.google.com/search?q=%E5%A4%A7%E8%8C%97%E6%9C%AC%E4%BD%8D%E8%A3%BD%E8%8C%B6%E5%A0%82+%E6%A1%83%E5%9C%92%E7%B5%B1%E9%A0%98%E5%BA%97+%E6%A1%83%E5%9C%92%E5%B8%82%E6%A1%83%E5%9C%92%E5%8D%80%E4%B8%AD%E6%AD%A3%E8%B7%AF61%E8%99%9F&hl=zh-TW#sv=CAESzQEKuQEStgEKd0FNbjMteVRoMXhyUjkwZGJvSWtkYmJmZWczOVJ6ODlDb0RBYTRTQ3hmRkNHUFBBVE1UamU0MHZSWm5HZ0N6MHlGMF9NalpmYTA0NkhtZm5HUkJDNjE0WU1GRkxoSnREOUoydUQ0M1FsV2FVMWczbGJLZnVLWnlvEhctYjRjYXAyNkxOVzN2cjBQMFo2OThRSRoiQUpLTEZtTENteTNKXzNDdWctRkQ3dFRDRW03eVpRYTdsdxIEODEyNBoBMyoAMAA4AUAAGCog6PPTrwlKAhAB,Human-paced Google Order re-check opened the blue order flow and read providers.
daming-032,桃園藝文店,北部,桃園市,桃園區,桃園市桃園區新埔六街202號,03-3580358,11:00~21:30,confirmed,confirmed,True,True,Nidin、Uber Eats、foodpanda,Nidin、Uber Eats、foodpanda,https://www.damingtea.com.tw/stores/,,https://maps.app.goo.gl/aEJToZC8nfSAJC2t7,https://order.nidin.shop/menu/22269 | https://www.google.com/search?q=%E5%A4%A7%E8%8C%97%E6%9C%AC%E4%BD%8D%E8%A3%BD%E8%8C%B6%E5%A0%82+%E6%A1%83%E5%9C%92%E8%97%9D%E6%96%87%E5%BA%97+%E6%A1%83%E5%9C%92%E5%B8%82%E6%A1%83%E5%9C%92%E5%8D%80%E6%96%B0%E5%9F%94%E5%85%AD%E8%A1%97202%E8%99%9F&hl=zh-TW&sei=170caurUM-7b1e8P_fD02AU#sv=CAESzAEKuAEStQEKd0FNbjMteVE4VVd3ZHBPUjdOTHpMZnR4NDZwT2pEa242TTl3akdmM196d2UxNGkxeWV4R3VYMzctU3d0dUNMVnFvZ0VjcWt4YURfV0xJaHFiOFdMRzRKWTFZcDk3dHFVSzZYZXMyNDc0a3dicVl6SUZTSmdza3A4EhYyTDBjYXRzTDA3cS12UV93OTViWUJBGiJBSktMRm1JcEQ5M2RGaDFIWjNJT1lXNTlOM1pmXzNnY2J3EgQ4MTI0GgEzKgAwADgBQAAYKiCUj_ejDEoCEAE,Human-paced Google Order re-check opened the blue order flow and read providers.
daming-008,桃園龍潭店,北部,桃園市,龍潭區,桃園市龍潭區東龍路256號,03-4994499,10:30-21:30,confirmed,confirmed,True,True,Nidin、Uber Eats、foodpanda,Uber Eats、foodpanda,https://www.damingtea.com.tw/stores/,https://www.damingtea.com.tw/stores-detail/160__2/,https://share.google/9rayfatWLk1Nymgvr,https://order.nidin.shop/menu/25942 | https://www.google.com/search?sca_esv=ea002673e68d741e&cs=0&output=search&kgmid=%2Fg%2F11yhfrrj0c&q=%E5%A4%A7%E8%8C%97%E6%9C%AC%E4%BD%8D%E8%A3%BD%E8%8C%B6%E5%A0%82%20%E9%BE%8D%E6%BD%AD%E6%9D%B1%E9%BE%8D%E5%BA%97&shndl=30&shem=lcuae%2Clsptb1%2Csdl1pl%2Cuaasie&source=sh%2Fx%2Floc%2Funi%2Fm1%2F1&kgs=27d805623d36035c#sv=CAESzQEKuQEStgEKd0FNbjMteVJFZUNkS1N6dkNpN05sWjQ0aDVvVnRMeExWazVMTnFKX2FqQ0w0RFJKMVEwY0tEQWRLaDM4RXF0UUJCdHQ3cEs4N3g2dERJaHk1NkhXbW9UNmhac1BDQXpxVjQyS1I4Y0dDdGhNeTlfMjBhTGJ3NFp3EhdtaE1iYXNEeEdyLU92cjBQOWVXSTRRbxoiQUpLTEZtSlNkanFZMzV4QVAxY1lfYllYdElNVWJzM1Q2dxIEODEyNBoBMyoAMAA4AUAAGCog5Jjjyg86AEoCEAE,"Stored Google Order panel re-check read visible, clickable providers by mode."
daming-033,林口長庚店,北部,桃園市,龜山區,桃園市龜山區復興北路12號,03-3288448,10:00~21:00,confirmed,confirmed,True,True,Nidin、Uber Eats、foodpanda,Uber Eats、foodpanda,https://www.damingtea.com.tw/stores/,,https://maps.app.goo.gl/XqkcHW5RVAziEMWu8,"https://order.nidin.shop/menu/18142 | https://reurl.cc/LllD6e | https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFsY3BnNjhicBgBOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=hfcaavPlPOO8vr0P--rbwQU&ei=hfcaavPlPOO8vr0P--rbwQU&fo_s=OA,SOE&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Stored Google Order panel re-check read visible, clickable providers by mode."
daming-062,台中一中店,中部,台中市,北區,台中市北區太平路83號,04-22266333,10:00~22:30,confirmed,confirmed,True,True,Nidin、Uber Eats、foodpanda,Uber Eats、foodpanda,https://www.damingtea.com.tw/stores/,,https://maps.app.goo.gl/n2AsXBQPjz7gGbZV7,"https://order.nidin.shop/menu/17582 | https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2a19ydGpmdBgBOgMI8A0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=lPcaarHWFte3vr0P2oKe-AM&ei=lPcaarHWFte3vr0P2oKe-AM&fo_s=OA,SOE&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp | https://www.ubereats.com/tw/store/%E5%A4%A7%E8%8C%97%E6%9C%AC%E4%BD%8D%E8%A3%BD%E8%8C%B6%E5%A0%82-%E5%8F%B0%E4%B8%AD%E4%B8%80%E4%B8%AD%E5%BA%97/lhXbg5sWWPeNlxuj_pW1kw?diningMode=DELIVERY&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVFOCU4NyVCQSVFNCVCOCVBRCVFNSU4NSVBQyVFNSU5QyU5MiUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUo1U1FXbTJzOWFUUVJPOUNSeVBCWFRoQSUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyNC4xNDQ4MTg1JTJDJTIybG9uZ2l0dWRlJTIyJTNBMTIwLjY4NDQ3NjIlN0Q%3D","Stored Google Order panel re-check read visible, clickable providers by mode."
